ubigeo,mujer,no_seguro_salud,discapacitados,lengua_originaria,sin_nivel_educ,primaria,secundaria,superior_nouniv_incom,superior_nouniv_com,superior_univ_incom,superior_univ_com,posgrado,relig_catolica,relig_ninguna,relig_cristiana,edad_0_17_porc,edad_18_35_porc,edad_36_60_porc,edad_60_mas_porc,viv_agua_porc,viv_elec_proc,viv_desag_proc,nombredd,nombrepv,nombredi,D_pobreza,D_pobrezaex,D_gini,D_pob_crim,paltitud1,paltitud2,paltitud3,paltitud4,paltitud5,paltitud6,paltitud7,paltitud8,paltitud9,altitud,dept,prov,dist
51008,52.30912,3.964036,14.39007,94.726906,17.041685,43.204803,23.86396,0.83935207,2.0120308,0.46575183,1.2016646,0.090802491,43.863514,0.82382089,28.519787,0.3636364,0.18457299,0.25711659,0.1698806,38.053097,34.181419,8.9601774,AYACUCHO,VÍCTOR FAJARDO,HUAMANQUIQUIA,63,28.700001,0.30000001,0,0,0,0,1,0,0,0,0,0,4596,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA
51009,53.767521,3.4182589,12.37618,84.139801,20.002199,38.31218,25.198032,2.0965686,3.0379386,0.30783635,1.9479222,0.080574118,70.547394,0.54475743,7.8672724,0.31993821,0.1622875,0.26043281,0.2357032,30.632235,34.194122,23.597507,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,61.299999,21.200001,0.30000001,2,0,0,0,1,0,0,0,0,0,4290,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA
51010,52.634151,8.4708471,17.64325,91.582375,14.455805,36.690197,32.873516,1.694672,1.639125,1.260166,3.125443,0.19406299,57.930908,1.5283011,18.494669,0.32122371,0.1567878,0.27724671,0.2260994,41.002415,34.057968,32.850243,AYACUCHO,VÍCTOR FAJARDO,HUAYA,86.5,46.299999,0.30000001,2,0,0,0,1,0,0,0,0,0,4479,AYACUCHO,VICTOR FAJARDO,HUALLA
51011,51.522129,2.258426,5.2965999,97.021385,23.123476,39.334843,25.751581,0.58125585,1.0302764,0.53360319,1.4668512,0.077631779,59.7248,1.070164,13.936349,0.36544341,0.1727829,0.26452601,0.1601682,51.45631,40.01387,35.922329,AYACUCHO,VÍCTOR FAJARDO,SARHUA,87.400002,44.5,0.30000001,2,0,0,0,1,0,0,0,0,0,3853,AYACUCHO,VICTOR FAJARDO,SARHUA
51012,53.413181,3.1581931,16.130659,93.230812,12.807411,41.073711,31.361044,0.95603758,0.90633619,0.36829311,1.1636752,0.28809959,66.393394,0.32866329,9.7638245,0.36165759,0.1678527,0.2628715,0.18041021,28.423773,32.55814,12.093023,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,82.300003,47.099998,0.30000001,3,0,0,0,1,0,0,0,0,0,4555,AYACUCHO,VICTOR FAJARDO,VILCANCHOS
51101,52.067162,4.9474111,15.42717,89.314438,16.709011,34.586258,30.930328,1.9536577,2.5874462,0.97468525,2.4335141,0.30825275,68.032578,1.3322811,11.204879,0.3304553,0.1965463,0.2824176,0.1566719,40.560612,39.88979,16.339243,AYACUCHO,VILCAS HUAMÁN,VILCAS HUAMAN,66.400002,25.799999,0.30000001,6,0,0,0,1,0,0,0,0,0,4042,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN
51102,53.3232,6.0458651,14.88777,94.988113,19.422005,34.944775,28.097782,0.4601303,2.849129,0.69002461,4.1024446,0.344356,57.301014,1.5815398,20.793169,0.27426639,0.1343115,0.29232499,0.28781039,39.433292,38.724911,23.848879,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,80.400002,43.200001,0.30000001,4,0,0,0,1,0,0,0,0,0,3574,AYACUCHO,VILCAS HUAMAN,ACCOMARCA
51103,52.291168,9.1116514,14.72042,85.309151,15.643208,37.594555,30.405472,0.83756417,1.7965275,0.2437564,2.7862413,0.47597149,58.857559,4.8093119,11.344802,0.30647129,0.1391941,0.25030529,0.2869353,29.123173,31.524008,9.4989557,AYACUCHO,VILCAS HUAMÁN,CARHUANCA,66.199997,28.5,0.30000001,5,0,0,0,1,0,0,0,0,0,3677,AYACUCHO,VILCAS HUAMAN,CARHUANCA
51104,51.719601,6.749279,18.23461,95.352928,19.593225,40.193733,28.124178,1.1302327,1.0027785,0.55916858,1.1906945,0,66.228775,0.80852348,10.727636,0.35066581,0.1534559,0.27457201,0.2003805,27.992744,25.876663,6.4691658,AYACUCHO,VILCAS HUAMÁN,CONCEPCION,73.599998,36,0.30000001,4,0,0,0,1,0,0,0,0,0,3856,AYACUCHO,VILCAS HUAMAN,CONCEPCION
51105,51.83971,6.0084152,14.63422,96.18351,20.526133,42.470287,26.404232,0.53200543,1.9886757,0.150169,1.5523368,0,73.359665,0.58581418,10.574767,0.25298509,0.14850751,0.30895519,0.2753731,31.940298,28.35821,8.3582087,AYACUCHO,VILCAS HUAMÁN,HUAMBALPA,62.299999,25.6,0.30000001,2,0,0,0,1,0,0,0,0,0,3920,AYACUCHO,VILCAS HUAMAN,HUAMBALPA
51106,51.980572,6.210197,10.01928,96.37468,19.298908,39.598,29.086609,0.62666148,2.0156407,0.5363276,2.0301859,0.35486439,57.209476,0.52215302,23.918871,0.26787329,0.1420815,0.29954749,0.26606339,30.185633,20.82324,0.40355125,AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,69.699997,31,0.30000001,0,0,0,0,1,0,0,0,0,0,3636,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA
51107,51.130981,6.734344,20.838659,98.398048,15.56356,39.932858,31.261843,0.4833414,0.67920828,0.38022611,2.2260411,0.28852129,73.227455,0.09703365,7.4148102,0.3371869,0.13487481,0.2745665,0.22736029,25.575102,40.054131,0.135318,AYACUCHO,VILCAS HUAMÁN,SAURAMA,69.5,31.6,0.30000001,0,0,0,0,0,1,0,0,0,0,3676,AYACUCHO,VILCAS HUAMAN,SAURAMA
51108,50.977188,5.139308,9.9188843,90.542839,16.63529,37.391945,30.743605,1.0209038,1.6833142,0.7419461,1.8704664,0.3443583,65.941383,1.4281723,9.7719498,0.34460551,0.2007515,0.2619431,0.16425119,44.421486,38.30579,14.545454,AYACUCHO,VILCAS HUAMÁN,VISCHONGO,65.599998,28.9,0.30000001,3,0,0,0,1,0,0,0,0,0,3760,AYACUCHO,VILCAS HUAMAN,VISCHONGO
60101,51.587791,28.4095,7.5256648,6.6500001,7.3064008,24.256519,26.937901,2.8095517,6.5863447,6.3518014,13.420428,1.38842,55.307899,2.7946951,20.221466,0.3124654,0.29828429,0.25906441,0.094248503,72.68602,75.855942,61.300968,CAJAMARCA,CAJAMARCA,CAJAMARCA,19.200001,4.9000001,0.40000001,553,0,0,0,1,0,0,0,0,0,3817,CAJAMARCA,CAJAMARCA,CAJAMARCA
60102,52.750561,10.03769,7.9283791,5.2805634,17.550198,46.959938,20.198776,0.88427585,1.5491133,0.49404368,1.0801712,0.07509058,47.633194,1.3646424,26.157412,0.36730069,0.1812571,0.2656506,0.1627409,60.044956,54.622082,11.379601,CAJAMARCA,CAJAMARCA,ASUNCION,79.5,46.200001,0.30000001,9,0,1,0,0,0,0,0,0,0,3748,CAJAMARCA,CAJAMARCA,ASUNCION
60103,54.838001,4.012218,5.8751602,23.755135,28.778975,40.021641,17.755867,1.1580901,1.028327,0.19132359,0.46931452,0.026815649,43.638268,3.8597233,25.054924,0.39535519,0.2098361,0.2377049,0.120765,51.684589,63.369175,7.5268817,CAJAMARCA,CAJAMARCA,CHETILLA,93.099998,70.599998,0.30000001,2,0,0,0,1,0,0,0,0,0,3630,CAJAMARCA,CAJAMARCA,CHETILLA
60104,49.836868,10.60801,7.020802,5.4991007,13.068096,55.275555,18.227823,0.54886782,0.76795679,0.10383406,0.61800373,0.04441924,42.547108,10.467893,19.152308,0.41597629,0.1766272,0.24600589,0.1366864,64.448418,57.615009,8.3072796,CAJAMARCA,CAJAMARCA,COSPAN,82.599998,51.599998,0.30000001,3,0,0,0,1,0,0,0,0,0,3708,CAJAMARCA,CAJAMARCA,COSPAN
60105,52.31929,10.41378,5.7498679,5.8045883,19.168295,43.26836,22.81064,0.90092838,0.7095688,0.65649116,0.56575346,0.02060161,43.20063,0.79550248,31.09691,0.35707951,0.2469361,0.248292,0.1192177,51.099159,46.293259,7.4836297,CAJAMARCA,CAJAMARCA,ENCAÑADA,76.800003,42.700001,0.30000001,22,0,0,0,1,0,0,0,0,0,4116,CAJAMARCA,CAJAMARCA,ENCAÃ‘ADA
60106,51.855949,8.941371,4.7739019,6.4872551,13.042785,47.576469,21.154659,1.1320542,1.6260478,1.3184261,1.8644087,0.092556477,43.137878,1.2746853,28.0539,0.39966711,0.2183755,0.2298269,0.1215712,61.093834,57.874519,12.474849,CAJAMARCA,CAJAMARCA,JESUS,77,43.5,0.30000001,14,0,0,0,1,0,0,0,0,0,3770,CAJAMARCA,CAJAMARCA,JESUS
60107,52.879978,16.041161,5.6003518,6.248033,10.489345,42.817516,25.835409,1.6613168,2.1072347,1.6384611,2.1433744,0.14428794,44.442348,0.54993773,29.300827,0.3614116,0.2674233,0.228764,0.1120766,58.042839,55.732891,11.843763,CAJAMARCA,CAJAMARCA,LLACANORA,58.400002,25.299999,0.40000001,3,0,0,0,1,0,0,0,0,0,3110,CAJAMARCA,CAJAMARCA,LLACANORA
60108,51.433781,24.758381,6.2161121,6.5188532,11.781088,33.117992,26.624327,2.4235332,4.1028447,3.3963301,5.5210767,0.6251204,45.73695,1.3787611,27.812855,0.35222861,0.28410149,0.2465059,0.083512098,62.388294,58.771671,35.45253,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,42.599998,16.799999,0.40000001,23,0,0,0,1,0,0,0,0,0,3569,CAJAMARCA,CAJAMARCA,LOS BAÃ‘OS DEL INCA
60109,51.139729,11.67971,9.5435143,5.6415758,12.827405,45.574486,24.782797,1.166454,2.001123,1.0913469,2.0570452,0.088121273,48.434849,1.8109558,26.248293,0.35243621,0.22439849,0.26236251,0.1338411,56.224773,56.442101,28.531511,CAJAMARCA,CAJAMARCA,MAGDALENA,69.599998,27.200001,0.40000001,8,0,1,0,0,0,0,0,0,0,3577,CAJAMARCA,CAJAMARCA,MAGDALENA
60110,52.456718,12.96836,10.58155,4.9289832,13.699096,49.46999,22.570269,0.79300427,1.8613093,0.92981553,1.6421852,0.058814909,56.913845,0.43569621,20.679899,0.32747191,0.18968,0.28134909,0.17497841,44.235924,42.537979,12.153708,CAJAMARCA,CAJAMARCA,MATARA,69.699997,35.099998,0.30000001,1,0,0,0,1,0,0,0,0,0,2939,CAJAMARCA,CAJAMARCA,MATARA
60111,52.121929,9.1744413,6.6333451,7.5436807,15.543032,48.120983,19.316294,0.65906435,1.1459159,0.7898165,0.82909644,0.032037459,41.197083,0.35103294,29.505854,0.40584871,0.2288767,0.2211072,0.1129816,46.351185,43.362389,10.909091,CAJAMARCA,CAJAMARCA,NAMORA,71,35.900002,0.30000001,10,0,0,0,1,0,0,0,0,0,3954,CAJAMARCA,CAJAMARCA,NAMORA
60112,50.85453,8.7940245,9.405674,5.5062637,14.456268,44.738235,23.312998,1.7392303,1.6038523,1.5053427,1.8372889,0.1145228,49.702526,1.0108644,25.15387,0.3589685,0.2141377,0.245913,0.14782409,60.282486,53.389832,16.553673,CAJAMARCA,CAJAMARCA,SAN JUAN,83.900002,60.400002,0.40000001,9,0,1,0,0,0,0,0,0,0,3406,CAJAMARCA,CAJAMARCA,SAN JUAN
60201,52.115978,17.06892,8.9200354,5.8808737,10.203951,41.526367,21.29631,2.6305547,5.6694727,1.3117352,4.5832038,0.42593774,57.257717,1.4839537,16.21707,0.36887449,0.2311831,0.24873491,0.1239511,66.022003,65.463097,40.108234,CAJAMARCA,CAJABAMBA,CAJABAMBA,69.5,36.5,0.40000001,54,0,0,0,1,0,0,0,0,0,3926,CAJAMARCA,CAJABAMBA,CAJABAMBA
60202,47.793751,17.2759,5.6240869,7.2147732,14.564612,50.057381,17.399794,1.0613117,1.9105301,0.50397491,0.85884011,0.085004069,51.105652,0.51101536,18.087364,0.42531031,0.22215611,0.2252593,0.099472903,47.015427,46.519112,5.7142859,CAJAMARCA,CAJABAMBA,CACHACHI,83.699997,54,0.30000001,21,0,0,0,1,0,0,0,0,0,4072,CAJAMARCA,CAJABAMBA,CACHACHI
60203,51.161942,11.02093,5.8935442,5.9168558,19.919222,50.061363,17.061874,1.0449688,1.2070892,0.19392784,0.40616223,0.015116814,53.68681,1.5034018,17.966797,0.39213791,0.21460541,0.2401164,0.1261376,66.101692,54.535301,3.7809649,CAJAMARCA,CAJABAMBA,CONDEBAMBA,68.599998,32.400002,0.30000001,12,0,0,0,1,0,0,0,0,0,3129,CAJAMARCA,CAJABAMBA,CONDEBAMBA
60204,50.285069,6.7444348,7.50947,7.4188919,14.452916,55.373375,13.752234,0.49464139,0.97416878,0.088416569,0.443782,0.05073078,48.640732,0.86003089,18.919174,0.4349038,0.1873922,0.2313205,0.1199735,56.878139,43.21608,24.120604,CAJAMARCA,CAJABAMBA,SITACOCHA,82.599998,47.400002,0.30000001,7,0,0,0,1,0,0,0,0,0,3809,CAJAMARCA,CAJABAMBA,SITACOCHA
60301,52.11647,20.734751,8.7962255,5.6666355,9.179203,35.557442,21.98023,3.9693608,9.3357038,2.8436666,5.7832813,0.53598905,57.769096,3.3675148,15.542964,0.34811509,0.23862579,0.2492851,0.129545,59.323528,58.06863,45.637257,CAJAMARCA,CELENDÍN,CELENDIN,57.700001,23.9,0.40000001,62,0,0,0,1,0,0,0,0,0,3430,CAJAMARCA,CELENDIN,CELENDIN
60302,47.464661,5.7865629,19.754311,4.5171318,13.156331,54.793293,18.909874,0.42950633,0.83770716,0.075566269,0.65458763,0,57.277798,1.231311,13.901176,0.42423081,0.19538461,0.2388462,0.1203846,33.760292,45.379688,9.1491308,CAJAMARCA,CELENDÍN,CHUMUCH,85.599998,57.900002,0.30000001,5,0,0,0,1,0,0,0,0,0,3475,CAJAMARCA,CELENDIN,CHUMUCH
60303,50.681671,3.9246359,10.26081,6.411912,17.593647,44.406525,22.501644,0.35771912,0.81457019,0.19298363,0.8426919,0.074917898,51.45438,0.97915131,17.826685,0.452268,0.18959381,0.2343611,0.099911101,33.09404,44.61594,5.6353192,CAJAMARCA,CELENDÍN,CORTEGANA,84,50.5,0.30000001,10,0,0,0,0,0,0,0,1,0,3584,CAJAMARCA,CELENDIN,CORTEGANA
60304,50.918011,6.4265518,6.5359001,4.9641657,18.796782,50.013062,18.326847,0.56039011,0.7177735,0.2528151,0.65194768,0,50.76075,5.7748351,19.510946,0.3613587,0.22098149,0.2544806,0.13709299,42.670322,53.786121,4.703649,CAJAMARCA,CELENDÍN,HUASMIN,83.199997,53.200001,0.30000001,9,0,0,0,1,0,0,0,0,0,3854,CAJAMARCA,CELENDIN,HUASMIN
60305,51.52438,10.01398,17.86997,3.933764,5.5499301,46.510971,26.068964,7.2312388,2.7514768,0.68311608,2.243356,0,62.873665,4.7986002,11.866809,0.3174603,0.1836735,0.26530609,0.2176871,37.05722,32.425068,13.07902,CAJAMARCA,CELENDÍN,JORGE CHAVEZ,59.799999,23.9,0.30000001,1,0,0,0,1,0,0,0,0,0,2652,CAJAMARCA,CELENDIN,JORGE CHAVEZ
60306,51.77018,13.10352,15.72649,5.0527554,9.0262184,42.419975,23.08732,2.6934526,6.7398114,1.776639,2.9345248,0.1150687,57.495441,2.5185204,17.337734,0.3240813,0.1845192,0.2701329,0.20015641,35.35989,41.9986,10.202656,CAJAMARCA,CELENDÍN,JOSE GALVEZ,46.5,16.9,0.40000001,1,0,0,0,1,0,0,0,0,0,3308,CAJAMARCA,CELENDIN,JOSE GALVEZ
60307,52.27729,3.1562121,5.1884961,4.874928,11.962887,55.554741,17.717394,0.87843013,1.1509368,0.40783539,0.99577582,0,63.212276,0.5679844,10.38405,0.40025839,0.2245478,0.2403101,0.1036176,51.799049,43.245079,8.757638,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,77,40.200001,0.30000001,3,0,0,0,1,0,0,0,0,0,3854,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS
60308,50.019878,5.0355749,5.051146,5.5963945,14.267662,58.140877,15.111886,0.3512989,0.72539419,0.17046995,0.41150558,0.037000779,50.669514,5.2442279,16.845079,0.38375971,0.2080089,0.26028919,0.1169818,29.090151,39.023369,2.9632721,CAJAMARCA,CELENDÍN,OXAMARCA,74.099998,36.5,0.30000001,7,0,0,0,0,1,0,0,0,0,3914,CAJAMARCA,CELENDIN,OXAMARCA
60309,51.901791,9.8851452,6.8281031,4.4944859,20.728346,46.769348,20.651106,0.61999029,0.95603502,0.44373387,0.78403175,0.053812832,28.956661,5.3128376,43.717716,0.32821,0.20130581,0.29080519,0.1557399,39.136868,47.52158,5.006165,CAJAMARCA,CELENDÍN,SOROCHUCO,85.900002,56.700001,0.30000001,7,0,0,0,1,0,0,0,0,0,3838,CAJAMARCA,CELENDIN,SOROCHUCO
60310,51.057152,14.11989,6.9767709,6.0266352,9.6012821,48.535088,22.092665,2.1096053,3.7812519,0.53767496,1.8940083,0.19416299,54.575172,1.8213792,19.786434,0.36201781,0.2065282,0.26389709,0.13768549,51.396896,50.776051,23.813747,CAJAMARCA,CELENDÍN,SUCRE,62.400002,28,0.30000001,5,0,0,0,1,0,0,0,0,0,3810,CAJAMARCA,CELENDIN,SUCRE
60311,47.876629,9.6504278,18.691139,4.6913261,16.148832,51.330696,20.895058,0.6828177,1.2490321,0.37998649,0.4809213,0,71.462975,0.96668935,5.6894126,0.36406839,0.1673004,0.29562739,0.1539924,37.271214,29.45092,0.4991681,CAJAMARCA,CELENDÍN,UTCO,72,35.400002,0.30000001,3,0,0,1,0,0,0,0,0,0,3231,CAJAMARCA,CELENDIN,UTCO
60312,50.985981,3.8980949,5.0963802,5.3185873,14.518076,54.957439,15.660816,1.1337905,1.0779691,0.30148917,0.62535518,0.090688013,57.762878,0.4945662,16.829973,0.38187751,0.21479639,0.2562947,0.1188996,40.837902,50.19577,7.2043853,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLAN,90.099998,64.5,0.30000001,4,0,0,0,1,0,0,0,0,0,3461,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN
60401,53.421398,22.35186,9.6169224,5.0851827,16.184124,34.061169,22.112099,2.0710628,5.8000574,2.9895787,5.8148775,1.0485826,62.307503,2.3925734,13.941898,0.31764629,0.23896439,0.28325471,0.1272023,50.93401,60.52285,26.732674,CAJAMARCA,CHOTA,CHOTA,41,12.1,0.40000001,45,0,0,0,1,0,0,0,0,0,3455,CAJAMARCA,CHOTA,CHOTA
60402,50.869431,5.289022,10.4563,5.5811543,13.933626,45.659012,24.811304,0.85366899,1.7469171,0.8664366,1.1299429,0.06156401,62.31012,4.5036702,11.133313,0.37496111,0.18094049,0.27218929,0.14356899,32.069969,61.807579,6.2682214,CAJAMARCA,CHOTA,ANGUIA,77.800003,44.400002,0.30000001,2,0,0,0,1,0,0,0,0,0,2725,CAJAMARCA,CHOTA,ANGUIA
60403,51.006882,8.6608381,4.696382,5.6100249,15.9799,42.373611,25.191042,1.3674909,1.4266928,0.90381992,1.3889679,0.1444867,38.25605,2.6629026,32.43219,0.38967821,0.1983183,0.26210499,0.1261235,67.763161,67.324562,11.25731,CAJAMARCA,CHOTA,CHADIN,61.900002,27.1,0.30000001,5,0,0,0,1,0,0,0,0,0,3637,CAJAMARCA,CHOTA,CHADIN
60404,50.863811,5.3774171,8.8491631,4.7009335,19.330563,48.341763,20.293715,0.66561937,1.1893772,0.35857341,0.91433799,0.02721945,64.848473,4.063992,10.478221,0.32326281,0.19472671,0.29250199,0.1664378,54.164337,60.927895,6.2604809,CAJAMARCA,CHOTA,CHIGUIRIP,82.599998,52,0.30000001,0,0,0,0,1,0,0,0,0,0,2836,CAJAMARCA,CHOTA,CHIGUIRIP
60405,49.79879,3.438803,4.6662889,5.909852,14.022685,43.103523,24.230858,0.27601606,2.2608538,0.23575921,1.5137405,0.047976479,66.792519,0.8753109,3.4792154,0.41700771,0.1905411,0.2473852,0.1218736,50.682056,57.187828,18.67786,CAJAMARCA,CHOTA,CHIMBAN,83.199997,48.700001,0.30000001,0,0,0,1,0,0,0,0,0,0,2611,CAJAMARCA,CHOTA,CHIMBAN
60406,49.731949,7.6714058,6.036849,4.8803029,14.847457,38.968536,30.948708,1.1291869,1.8429408,0.61441749,0.8610732,0.12996119,68.611504,0.04407851,7.0247655,0.39212331,0.16994859,0.28938359,0.1241438,43.823845,57.465092,8.7003222,CAJAMARCA,CHOTA,CHOROPAMPA,87.599998,61,0.30000001,3,0,0,0,1,0,0,0,0,0,3039,CAJAMARCA,CHOTA,CHOROPAMPA
60407,51.156219,4.612287,9.0511246,4.7793365,15.631571,45.073017,24.704884,0.96675265,2.1761572,0.69050115,1.0183421,0.14360844,59.113499,4.1805153,14.861504,0.33862239,0.18716189,0.28092319,0.1687703,31.951424,55.108879,15.829145,CAJAMARCA,CHOTA,COCHABAMBA,82.800003,47.599998,0.40000001,2,0,0,1,0,0,0,0,0,0,2663,CAJAMARCA,CHOTA,COCHABAMBA
60408,51.583382,7.2634978,6.1784558,5.2341805,16.33395,45.707481,23.16699,1.0849478,1.0711397,0.85356772,0.83020395,0.055480421,55.53978,4.7488346,16.43923,0.36009219,0.18819781,0.28335989,0.1405281,46.580055,58.158195,6.9163165,CAJAMARCA,CHOTA,CONCHAN,72.599998,35.099998,0.30000001,2,0,0,0,1,0,0,0,0,0,3122,CAJAMARCA,CHOTA,CONCHAN
60409,51.355202,8.0597429,5.8111639,4.7142124,15.58018,51.543972,19.394896,0.5231536,1.1357907,0.35194701,1.444521,0.1115642,64.598534,2.6276324,9.9360685,0.3480933,0.19129451,0.27007031,0.1718515,50.824539,61.147758,16.062006,CAJAMARCA,CHOTA,HUAMBOS,68.699997,32.799999,0.30000001,9,0,0,0,1,0,0,0,0,0,2866,CAJAMARCA,CHOTA,HUAMBOS
60410,52.424068,8.0517273,6.030457,4.4398012,19.48175,40.918079,24.137215,1.5072479,2.1437998,0.87356102,1.4572514,0.1637869,67.940193,1.2175918,10.034809,0.32227531,0.193275,0.30036959,0.15748671,42.957214,61.794773,13.366149,CAJAMARCA,CHOTA,LAJAS,64,28.9,0.30000001,12,0,0,1,0,0,0,0,0,0,3253,CAJAMARCA,CHOTA,LAJAS
60411,50.708618,12.34102,12.41495,4.867115,6.9848046,47.143597,29.339859,1.7100571,2.0350957,0.63772088,1.8359076,0.1240681,61.908615,3.6995845,12.700355,0.31929329,0.1981625,0.28014141,0.17908131,38.896996,52.93259,12.489058,CAJAMARCA,CHOTA,LLAMA,66.199997,32.299999,0.30000001,5,1,0,0,0,0,0,0,0,0,2926,CAJAMARCA,CHOTA,LLAMA
60412,48.716221,7.7593651,7.5441971,13.961344,13.870457,47.708302,23.498787,0.65609121,1.2001661,0.18782657,0.96292198,0.02977076,65.831543,0.2440851,7.2905669,0.4018108,0.1689042,0.25663441,0.14798629,5.1351352,62.882881,5.4054055,CAJAMARCA,CHOTA,MIRACOSTA,91.699997,69.699997,0.30000001,0,1,0,0,0,0,0,0,0,0,3275,CAJAMARCA,CHOTA,MIRACOSTA
60413,51.797112,8.7781506,7.8824129,5.1511512,15.406245,45.862099,22.918316,1.2323929,2.1998048,0.82554239,1.6799206,0.44741929,44.378876,6.447227,24.858685,0.3646794,0.20269971,0.27086619,0.1383577,63.641685,66.803284,18.208431,CAJAMARCA,CHOTA,PACCHA,75.099998,41.700001,0.30000001,3,0,0,1,0,0,0,0,0,0,3643,CAJAMARCA,CHOTA,PACCHA
60414,47.890419,3.38574,7.4676428,5.4268589,10.863896,42.756779,28.549149,0.4910033,1.8207214,0.1665912,1.7576336,0.1641625,64.239372,0.41307801,10.740722,0.36655679,0.19357499,0.27759469,0.1317957,76.299377,78.586281,39.708939,CAJAMARCA,CHOTA,PION,78.300003,40.400002,0.30000001,0,0,0,1,0,0,0,0,0,0,2105,CAJAMARCA,CHOTA,PION
60415,50.314602,12.17779,10.24489,5.069459,9.9079542,43.25119,29.308928,1.0838963,2.2256975,0.85169274,1.7514476,0.086096413,69.197151,0.97368211,5.53967,0.37741491,0.1817275,0.26087499,0.1571731,46.325691,62.257496,18.165785,CAJAMARCA,CHOTA,QUEROCOTO,52.799999,19.799999,0.30000001,11,0,0,0,1,0,0,0,0,0,2719,CAJAMARCA,CHOTA,QUEROCOTO
60416,48.45348,8.2605209,11.87869,4.3473334,10.937742,45.434425,29.635052,0.73540813,2.0801919,0.7375375,2.4010079,0.52744317,78.093369,0.83114439,2.7000539,0.30271399,0.1492693,0.2849687,0.2400835,60.339943,73.087822,8.4985838,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,82.199997,51.5,0.30000001,0,0,0,0,1,0,0,0,0,0,3188,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS
60417,50.709011,9.6298914,6.4028301,4.7116899,19.86088,44.530731,21.176977,1.1272666,2.0158038,0.59913641,1.3772297,0.34857661,67.747475,1.1042913,8.7582788,0.34895569,0.1937723,0.2805655,0.1479878,39.837276,57.767059,17.447641,CAJAMARCA,CHOTA,TACABAMBA,69.099998,34.799999,0.40000001,13,0,0,1,0,0,0,0,0,0,3604,CAJAMARCA,CHOTA,TACABAMBA
60418,47.064911,3.4959641,9.2534056,6.9198127,11.691401,48.719654,23.837347,0.81584048,1.6162128,0.69695997,2.6459694,0.4594644,73.049858,0.23203941,6.6020203,0.28521541,0.1746217,0.2817229,0.2409779,9.6296291,52.34568,9.1358023,CAJAMARCA,CHOTA,TOCMOCHE,72.800003,32.200001,0.40000001,0,0,1,0,0,0,0,0,0,0,2036,CAJAMARCA,CHOTA,TOCMOCHE
60419,52.9007,11.5627,9.4662437,5.0214691,19.730385,39.638943,26.040239,0.98774803,1.6474386,0.84461421,1.0232478,0.1523567,57.586288,3.4881306,16.925413,0.33402669,0.2158967,0.28574559,0.1365229,44.589043,62.694065,7.5114155,CAJAMARCA,CHOTA,CHALAMARCA,69.099998,32.5,0.30000001,10,0,0,0,1,0,0,0,0,0,3756,CAJAMARCA,CHOTA,CHALAMARCA
60501,50.279598,7.9546161,9.4871321,5.7303753,10.123018,49.619419,15.486554,1.868243,7.6541591,0.66439652,2.9874175,0.76117051,53.711956,10.40935,12.488596,0.33990079,0.2109637,0.26672029,0.1597641,44.85294,49.142159,25.765932,CAJAMARCA,CONTUMAZÁ,CONTUMAZA,63.700001,31.299999,0.40000001,22,0,0,0,1,0,0,0,0,0,3849,CAJAMARCA,CONTUMAZA,CONTUMAZA
60502,51.081619,9.9471788,16.647141,4.2001181,6.592423,33.916435,29.237337,2.2148092,8.3004131,2.1680553,7.3423867,0.79156792,63.498718,3.1302769,13.717024,0.28804559,0.2132827,0.30740041,0.16774189,52.221355,52.533127,47.544815,CAJAMARCA,CONTUMAZÁ,CHILETE,62.599998,17.4,0.30000001,5,0,1,0,0,0,0,0,0,0,2465,CAJAMARCA,CONTUMAZA,CHILETE
60503,47.279499,9.4845514,11.76565,4.5519114,7.9614973,58.361191,19.412172,1.0373524,2.6985717,0.3022604,1.1641639,0.36528361,57.251312,11.968863,9.0979939,0.31165919,0.1853513,0.2795217,0.20403589,44.327175,31.00264,7.6517148,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,82.900002,47.400002,0.40000001,0,0,1,0,0,0,0,0,0,0,3519,CAJAMARCA,CONTUMAZA,CUPISNIQUE
