ubigeo,mujer,no_seguro_salud,discapacitados,lengua_originaria,sin_nivel_educ,primaria,secundaria,superior_nouniv_incom,superior_nouniv_com,superior_univ_incom,superior_univ_com,posgrado,relig_catolica,relig_ninguna,relig_cristiana,edad_0_17_porc,edad_18_35_porc,edad_36_60_porc,edad_60_mas_porc,viv_agua_porc,viv_elec_proc,viv_desag_proc,nombredd,nombrepv,nombredi,D_pobreza,D_pobrezaex,D_gini,D_pob_crim,paltitud1,paltitud2,paltitud3,paltitud4,paltitud5,paltitud6,paltitud7,paltitud8,paltitud9,altitud,dept,prov,dist
10101,52.162071,18.19854,9.8850288,5.4889588,3.7385082,24.031509,27.871902,3.5135918,9.8962498,6.6632872,12.51121,1.9778696,65.014778,3.3608623,12.152522,0.30194241,0.29104909,0.2591058,0.10927,68.791389,70.333199,64.973099,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,12.3,1.4,0.30000001,94,0,0,0,1,0,0,0,0,0,2590,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
10102,48.501339,4.6243391,25.08017,5.0008736,14.514454,41.076305,23.707064,1.5893065,8.2730112,1.919229,2.7120755,1.2021717,69.95562,0.38593969,10.592402,0.2709924,0.1679389,0.3282443,0.2137405,70.212769,60.283691,55.319149,AMAZONAS,CHACHAPOYAS,ASUNCION,51.299999,15.7,0.40000001,3,0,0,0,1,0,0,0,0,0,2783,AMAZONAS,CHACHAPOYAS,ASUNCION
10103,47.14278,18.28895,9.0186501,6.3109684,10.842705,49.289169,22.599277,0.17433579,3.1810122,0.78148198,1.6587708,0.081102997,51.51585,2.681674,19.58979,0.3653169,0.209507,0.28080979,0.1205986,36.025848,38.933762,17.932148,AMAZONAS,CHACHAPOYAS,BALSAS,42.599998,15.4,0.40000001,2,0,0,0,0,0,0,0,1,0,3033,AMAZONAS,CHACHAPOYAS,BALSAS
10104,50.252392,11.05498,18.115761,4.9092493,5.1327105,54.791763,23.388559,1.0919756,1.25652,2.2382858,2.5136759,0.4639228,41.614346,6.2827506,32.1478,0.32710281,0.1993769,0.29750779,0.15420561,55.192879,55.192879,52.225521,AMAZONAS,CHACHAPOYAS,CHETO,60,23.700001,0.30000001,1,0,0,1,0,0,0,0,0,0,2776,AMAZONAS,CHACHAPOYAS,CHETO
10105,47.754391,5.2839952,7.3918471,4.9769983,10.378266,60.853062,13.343315,1.3517647,0.84940088,0.52834618,1.0448133,0.1797116,55.312061,0.86105639,22.306086,0.26837611,0.23418801,0.2923077,0.1794872,52.922077,43.506489,27.597403,AMAZONAS,CHACHAPOYAS,CHILIQUIN,74.699997,36.400002,0.30000001,1,0,0,0,1,0,0,0,0,0,3226,AMAZONAS,CHACHAPOYAS,CHILIQUIN
10106,48.25042,9.6976919,6.0974679,5.6952953,11.553913,46.050159,26.913872,0.89657789,3.91502,0.61430401,1.9606581,0.058817308,52.487667,3.308645,18.233675,0.38629979,0.1880966,0.26052779,0.1375632,39.215687,28.83506,19.377163,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,74.900002,43.799999,0.40000001,2,0,0,0,1,0,0,0,0,0,4012,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA
10107,49.967941,13.58501,10.58888,6.723587,8.0951757,53.216869,22.841141,1.8854234,1.8045409,0.63526058,0.40842339,1.0411063,44.752758,3.1318591,29.416025,0.32916671,0.2041667,0.31666669,0.12916671,64.628822,63.318779,37.991268,AMAZONAS,CHACHAPOYAS,GRANADA,31.700001,5.9000001,0.30000001,2,0,0,0,1,0,0,0,0,0,3291,AMAZONAS,CHACHAPOYAS,GRANADA
10108,21.54002,24.32913,16.333759,2.3155124,4.0876617,42.403576,39.763397,1.4485857,3.7409375,1.9133903,2.8156028,0.1586132,65.806641,5.0372033,22.902628,0.086645499,0.3966614,0.41096979,0.089030199,47.44186,40,40.930233,AMAZONAS,CHACHAPOYAS,HUANCAS,49.299999,12.5,0.30000001,6,0,0,0,1,0,0,0,0,0,2578,AMAZONAS,CHACHAPOYAS,HUANCAS
10109,50.651958,7.3560028,9.1145754,8.1501265,8.7894716,48.148888,25.548159,1.0495408,2.3404171,0.70307213,0.98528129,0.025344839,47.761948,4.3629994,21.701714,0.39240831,0.22926091,0.23303171,0.1091001,34.928894,32.917099,22.372528,AMAZONAS,CHACHAPOYAS,LA JALCA,69.599998,28.4,0.30000001,11,0,0,0,1,0,0,0,0,0,3157,AMAZONAS,CHACHAPOYAS,LA JALCA
10110,48.759369,13.81157,8.9884949,4.8425617,11.215684,40.335178,24.702042,2.6667411,5.8724666,1.1060081,3.6006122,0.48399955,53.693989,4.7155571,18.831478,0.36381209,0.1930939,0.2698895,0.1502762,50.534443,44.655579,41.15202,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,42.799999,15.2,0.40000001,2,0,0,1,0,0,0,0,0,0,3950,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA
10111,49.806721,14.65253,5.9353318,5.441226,14.616697,50.81163,20.069298,1.7661222,1.2580438,2.2658319,0.7610209,0.248521,54.63258,2.2952535,18.788481,0.37027711,0.2027708,0.268262,0.14483631,59.431526,54.263565,35.14212,AMAZONAS,CHACHAPOYAS,LEVANTO,64.599998,24.4,0.30000001,0,0,0,0,1,0,0,0,0,0,3248,AMAZONAS,CHACHAPOYAS,LEVANTO
10112,51.063599,12.4238,12.23792,6.0413427,9.7896795,42.279194,25.735987,1.7799494,4.58215,2.4571376,4.5288334,0.2326571,56.772758,4.8645873,16.188322,0.34389669,0.2030516,0.2511737,0.18192489,51.473476,48.330059,47.34774,AMAZONAS,CHACHAPOYAS,MAGDALENA,59.900002,20.6,0.30000001,4,0,0,1,0,0,0,0,0,0,3348,AMAZONAS,CHACHAPOYAS,MAGDALENA
10113,49.58226,15.15029,15.04646,4.8737144,4.5155263,39.737843,31.878586,2.1871462,5.2438045,0.73913491,4.3514352,0.29333881,63.493938,1.7608979,12.618127,0.3372348,0.1901975,0.28602779,0.1682516,47.116566,44.907974,37.914112,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,56.599998,18.9,0.30000001,0,0,0,0,1,0,0,0,0,0,2908,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA
10114,50.839809,17.034081,11.52366,5.0093527,7.3027768,48.096134,26.038422,0.9138568,3.2510467,1.0682927,3.0785565,0.27967021,63.933678,2.0433528,11.932819,0.34191179,0.2022059,0.3161765,0.1162684,65.203072,67.947311,43.578484,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,54.400002,25.5,0.40000001,4,0,0,0,1,0,0,0,0,0,3177,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA
10115,50.243671,16.70801,9.8943701,5.0664334,9.0652714,37.470707,28.883011,1.8144834,7.4857941,2.4420073,4.5338612,0.1997257,73.828789,0.80910218,4.3886862,0.2923387,0.1875,0.30443549,0.203629,41.176472,39.037434,35.026737,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,31.700001,10.1,0.30000001,1,0,0,0,1,0,0,0,0,0,2701,AMAZONAS,CHACHAPOYAS,MONTEVIDEO
10116,48.188129,15.31574,7.7618632,7.3086991,7.4324288,47.796017,24.158455,2.6289411,4.2565889,1.5897141,3.7793419,0,73.066444,0.80074269,7.5022435,0.25600001,0.2373333,0.3226667,0.16,61.21212,70.303032,36.363636,AMAZONAS,CHACHAPOYAS,OLLEROS,31.700001,2.5999999,0.30000001,0,0,0,0,1,0,0,0,0,0,3143,AMAZONAS,CHACHAPOYAS,OLLEROS
10117,53.62685,27.957109,15.57765,4.9794421,11.80053,59.407619,13.574857,1.1901857,0.91471702,0.66148877,1.4771874,0,74.927208,0.38613221,7.074584,0.25877759,0.1976593,0.32379711,0.19895969,17.257683,57.446812,2.1276596,AMAZONAS,CHACHAPOYAS,QUINJALCA,55.900002,19.299999,0.30000001,1,0,0,0,1,0,0,0,0,0,3443,AMAZONAS,CHACHAPOYAS,QUINJALCA
10118,48.82402,13.79805,16.84441,5.2283936,4.0856886,38.576046,26.403128,2.7213843,10.730352,3.0535893,6.7758436,0.34060591,76.647385,1.0348969,9.2997093,0.23050851,0.1627119,0.32542369,0.26101691,48.125,54.375,40.625,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,31.700001,7.6999998,0.30000001,1,0,0,1,0,0,0,0,0,0,2315,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS
10119,45.67527,6.7761889,4.4439969,5.5727553,7.0568438,58.829277,17.293629,1.3934193,3.458359,0.69239008,1.5623878,0,76.043289,0,3.4317174,0.312069,0.2327586,0.27241379,0.1586207,47.486034,46.089386,34.35754,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,67.900002,27.9,0.30000001,1,0,0,0,1,0,0,0,0,0,2871,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
10120,46.189018,16.90444,9.1623783,3.9539988,11.032306,53.419136,23.863342,0.57368422,0.66471779,1.0005378,2.2989628,0.32250941,49.043526,7.9001613,24.233831,0.28921571,0.19771241,0.30228761,0.1854575,64.285713,59.693878,43.537415,AMAZONAS,CHACHAPOYAS,SOLOCO,58.200001,21.200001,0.30000001,2,0,0,0,1,0,0,0,0,0,3086,AMAZONAS,CHACHAPOYAS,SOLOCO
10121,49.776649,14.26139,21.03318,3.2839217,8.4411116,58.170555,14.986666,2.4475405,2.8544793,0.395228,0.83256209,0,25.940016,10.086864,44.484203,0.31174091,0.1902834,0.29554659,0.1619433,55.882355,54.411766,36.029411,AMAZONAS,CHACHAPOYAS,SONCHE,83.900002,52.799999,0.30000001,0,0,0,0,1,0,0,0,0,0,2480,AMAZONAS,CHACHAPOYAS,SONCHE
10201,50.592899,15.74123,9.3973427,6.2214036,5.1518893,26.744534,32.339062,4.2094011,9.4659529,2.4609227,8.0475178,0.91482991,50.984657,5.722476,22.395012,0.30898091,0.26057121,0.29846501,0.098848797,69.158173,70.01519,58.157951,AMAZONAS,BAGUA,BAGUA,24.5,4.5,0.30000001,125,0,0,0,0,0,0,0,1,0,1274,AMAZONAS,BAGUA,BAGUA
10202,47.570591,11.1102,10.35175,19.558916,11.9692,44.611889,27.335817,0.82411569,1.0171298,0.60700351,1.6015466,0.099796116,27.805082,12.040172,34.34272,0.38064519,0.22631849,0.26021501,0.098719902,52.48558,46.882721,29.497391,AMAZONAS,BAGUA,ARAMANGO,56.5,19.299999,0.30000001,14,0,0,0,0,0,0,0,0,1,2666,AMAZONAS,BAGUA,ARAMANGO
10203,48.315769,9.3665628,9.8035297,5.1367254,13.645334,40.814037,30.233719,1.2055773,2.8904395,0.8342647,1.6932638,0.10482974,51.280628,7.2216015,21.444136,0.30206749,0.2132753,0.30533189,0.1508161,60.748665,64.224602,33.529411,AMAZONAS,BAGUA,COPALLIN,44.099998,11.2,0.30000001,4,0,0,0,0,0,0,0,1,0,2324,AMAZONAS,BAGUA,COPALLIN
10204,47.153431,8.330183,8.2556801,4.9151134,11.219639,40.215286,27.787922,4.9703598,3.5432608,1.1593784,2.0454853,0.16070551,54.49218,5.4681334,17.798618,0.31825659,0.22203951,0.26233551,0.1603618,78.494621,67.096771,33.763439,AMAZONAS,BAGUA,EL PARCO,48.400002,12.2,0.30000001,1,0,0,0,0,0,0,0,1,0,645,AMAZONAS,BAGUA,EL PARCO
10205,50.084969,13.31924,3.973515,79.67894,10.697725,40.225807,25.051056,1.4884901,2.0216603,0.97026211,2.5120246,0.16612041,8.8703804,14.697033,39.606533,0.50504732,0.224068,0.1867896,0.049837101,31.51684,25.258551,8.1941128,AMAZONAS,BAGUA,IMAZA,79.800003,48.900002,0.40000001,9,0,0,0,0,0,0,0,0,1,1297,AMAZONAS,BAGUA,IMAZA
10206,48.278561,8.7857933,10.75345,5.6149964,12.771595,36.622871,32.918789,1.6195416,2.4269536,0.911479,2.7402842,0.2037749,48.275265,7.3779774,21.005278,0.33306709,0.2154952,0.27859429,0.1461661,76.890953,75.406029,30.580046,AMAZONAS,BAGUA,LA PECA,63.200001,21.799999,0.30000001,17,0,0,0,0,0,0,0,1,0,1553,AMAZONAS,BAGUA,LA PECA
10301,49.309608,11.60092,8.4660292,4.4015908,4.289228,38.322449,30.691803,1.4914531,7.6848788,1.179765,5.3055458,1.125955,57.809357,4.0044427,19.059841,0.29768139,0.2011967,0.33582649,0.144353,47.791164,49.933067,46.854084,AMAZONAS,BONGARÁ,JUMBILLA,21.200001,5.0999999,0.40000001,12,0,0,1,0,0,0,0,0,0,3144,AMAZONAS,BONGARA,JUMBILLA
10302,45.26075,18.05999,18.164249,6.9388704,4.5647221,52.664444,23.949026,0.97312659,1.6237597,0.32786089,2.2873604,0.33879051,54.567169,0.65567368,18.776785,0.34640521,0.19281051,0.29084969,0.1568628,47.263683,42.288555,38.308456,AMAZONAS,BONGARÁ,CHISQUILLA,58.599998,22.6,0.30000001,2,0,0,0,1,0,0,0,0,0,2806,AMAZONAS,BONGARA,CHISQUILLA
10303,49.008179,8.7186556,14.56244,4.9306998,4.5031409,39.312225,26.184116,2.7647641,8.0210543,2.4586744,5.8908639,0.34706441,73.454185,0.34676039,5.9037294,0.29965159,0.21951219,0.3205575,0.1498258,64.957268,67.52137,53.846153,AMAZONAS,BONGARÁ,CHURUJA,21.200001,1.9,0.40000001,0,0,0,1,0,0,0,0,0,0,2458,AMAZONAS,BONGARA,CHURUJA
10304,49.574951,10.65678,7.073781,6.6816139,7.3615723,47.616585,25.823637,0.78123289,1.1643218,0.51995271,2.8735991,0.12885,54.163971,1.4276967,17.35244,0.4170984,0.2215026,0.2474093,0.082901597,61.442005,52.978062,36.363636,AMAZONAS,BONGARÁ,COROSHA,64.099998,24.6,0.30000001,3,0,0,1,0,0,0,0,0,0,2836,AMAZONAS,BONGARA,COROSHA
10305,52.53548,19.994129,17.880581,4.111352,6.5374322,52.62582,25.752829,0.30285069,1.2000803,0.2942583,3.2809844,0.74315113,56.604153,2.9941893,19.33518,0.33183861,0.2017937,0.29895371,0.14798211,36.470589,39.411766,29.803921,AMAZONAS,BONGARÁ,CUISPES,49.799999,12.8,0.30000001,3,0,0,1,0,0,0,0,0,0,2310,AMAZONAS,BONGARA,CUISPES
10306,49.880508,19.566879,9.335494,5.5913935,11.289465,43.147396,28.137966,1.0448824,2.2203081,1.0583678,3.2094235,0.36027381,51.772034,3.2529936,21.602734,0.35439241,0.2245374,0.2877146,0.1085181,52.474064,50.239429,38.30806,AMAZONAS,BONGARÁ,FLORIDA,33.5,6.3000002,0.30000001,8,0,0,1,0,0,0,0,0,0,3042,AMAZONAS,BONGARA,FLORIDA
10307,49.400822,18.69318,13.46619,4.9083934,6.75775,37.25293,31.156771,2.196876,5.8589911,1.5004188,5.6971698,0.91526479,57.943119,3.0132413,18.963329,0.3060686,0.23245379,0.2974934,0.1328496,63.230995,69.371346,56.469299,AMAZONAS,BONGARÁ,JAZAN,45.799999,13.7,0.30000001,24,0,0,1,0,0,0,0,0,0,2307,AMAZONAS,BONGARA,JAZAN
10308,47.849201,9.8303909,27.76758,4.3208423,4.8446193,53.807724,25.23193,1.4292516,3.4023592,0.53733319,1.4465706,0,74.383438,0.96285528,8.1877813,0.24038459,0.24038459,0.28846151,0.2163462,59.615383,57.69231,28.846153,AMAZONAS,BONGARÁ,RECTA,56.099998,15.6,0.30000001,0,0,0,0,1,0,0,0,0,0,3073,AMAZONAS,BONGARA,RECTA
10309,48.841942,32.349831,12.42693,3.9065447,4.2670593,51.588799,28.095303,1.4386092,4.7267427,2.2795463,1.2297837,0.2054829,80.538536,0,5.952992,0.2372188,0.23517381,0.33742329,0.1676892,45.360825,39.862541,36.082474,AMAZONAS,BONGARÁ,SAN CARLOS,27.200001,4.6999998,0.30000001,0,0,0,1,0,0,0,0,0,0,2810,AMAZONAS,BONGARA,SAN CARLOS
10310,49.15778,11.79354,11.65128,6.0369349,9.0986204,47.028572,26.187073,1.8134943,1.8392427,1.7820868,0.98595607,0.19678868,49.988022,4.7042694,20.90476,0.3554256,0.23001949,0.2677063,0.1052632,59.353741,58.503399,40.646259,AMAZONAS,BONGARÁ,SHIPASBAMBA,47.900002,13.4,0.30000001,0,0,0,1,0,0,0,0,0,0,3031,AMAZONAS,BONGARA,SHIPASBAMBA
10311,50.476742,14.22349,14.94073,4.9615054,8.2356367,53.720844,21.521294,0.90904659,4.2011538,2.165211,1.9516908,0.1159392,63.675087,2.6384051,17.443279,0.23913039,0.25629291,0.28832951,0.18878721,68.656715,65.671638,46.517414,AMAZONAS,BONGARÁ,VALERA,40.299999,8.5,0.30000001,0,0,0,1,0,0,0,0,0,0,2848,AMAZONAS,BONGARA,VALERA
10312,50.189129,15.39726,12.18297,6.0764327,12.174212,46.3764,25.968336,0.50235504,1.7866788,0.44568586,1.3083433,0.088032611,42.922104,6.6255236,23.437471,0.38640851,0.246369,0.25174829,0.090550497,53.059547,48.336761,24.887064,AMAZONAS,BONGARÁ,YAMBRASBAMBA,45.599998,10.9,0.30000001,9,0,0,1,0,0,0,0,0,0,2383,AMAZONAS,BONGARA,YAMBRASBAMBA
10401,49.62603,16.546089,2.5722799,80.882759,10.748718,41.452774,22.882973,1.5470641,2.6734276,0.58365148,2.654809,0.099934012,17.500412,11.812839,33.373898,0.4965103,0.2282294,0.19644579,0.043702401,21.634314,19.72448,7.6549783,AMAZONAS,CONDORCANQUI,NIEVA,68.800003,34.900002,0.40000001,12,0,0,0,0,0,0,0,0,1,1210,AMAZONAS,CONDORCANQUI,NIEVA
10402,50.546322,14.42264,1.709685,92.035538,14.660535,42.299805,22.591295,0.81027746,0.98305815,0.46868756,1.8861532,0.01960385,6.5476241,11.341761,42.232815,0.56273383,0.2024062,0.1568092,0.042058401,13.715415,1.185771,1.2252965,AMAZONAS,CONDORCANQUI,EL CENEPA,88.099998,60,0.30000001,3,0,0,0,0,0,0,0,0,1,948,AMAZONAS,CONDORCANQUI,EL CENEPA
10403,50.483551,9.2368183,2.0480831,53.525043,10.952784,39.535187,26.149437,0.75210184,1.0774398,0.5993793,1.6623821,0.05848708,7.7793026,15.374521,34.849876,0.55335772,0.2175159,0.16849419,0.0295277,13.034564,14.70416,0.46865839,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,69.099998,31.4,0.40000001,1,0,0,0,0,0,0,0,0,1,807,AMAZONAS,CONDORCANQUI,RIO SANTIAGO
10501,54.333511,8.0992641,14.31283,3.8611295,10.253221,30.756002,27.435427,4.2505498,10.998511,2.1591511,6.8472891,1.036692,72.751976,0.64449012,8.9779873,0.28962731,0.1876965,0.28693309,0.2056578,58.699474,56.85413,48.857643,AMAZONAS,LUYA,LAMUD,31.700001,5.5999999,0.30000001,4,0,0,0,1,0,0,0,0,0,2919,AMAZONAS,LUYA,LAMUD
10502,47.095509,17.3407,5.3920612,6.5287585,16.013775,39.268421,28.76857,1.0873941,1.704183,0.64455301,1.8340284,0.3205972,39.744049,8.572052,23.633684,0.4025954,0.2283331,0.25289661,0.089448497,71.877617,65.004189,48.197819,AMAZONAS,LUYA,CAMPORREDONDO,43,11,0.40000001,13,0,0,1,0,0,0,0,0,0,2860,AMAZONAS,LUYA,CAMPORREDONDO
10503,46.55307,6.286221,7.120997,6.8625751,13.779362,54.728828,16.76137,0.64748442,1.7059127,0.2127732,0.95325428,0.054059189,53.261871,1.4868698,16.167217,0.3981925,0.2291334,0.24561401,0.098883599,13.028954,35.412029,7.1269488,AMAZONAS,LUYA,COCABAMBA,75.199997,35.5,0.30000001,4,0,0,0,1,0,0,0,0,0,2897,AMAZONAS,LUYA,COCABAMBA
10504,51.464958,6.1392822,11.05725,5.0157247,14.804836,51.123886,20.624382,1.2663285,1.9992387,1.0467205,1.473601,0.1104993,70.575806,0.49876606,8.2249451,0.31246629,0.1926606,0.2698327,0.2012952,62.38625,55.712841,26.895855,AMAZONAS,LUYA,COLCAMAR,65,29.200001,0.30000001,2,0,0,0,1,0,0,0,0,0,3217,AMAZONAS,LUYA,COLCAMAR
10505,49.671391,9.8116522,14.74141,6.6595297,11.368034,45.469707,24.685553,2.3006539,2.2907357,1.5840425,1.299536,0.054652739,54.629601,0.76711619,21.726727,0.3309783,0.2211957,0.26684779,0.1440217,65.771812,63.89262,41.476509,AMAZONAS,LUYA,CONILA,65.800003,35.099998,0.40000001,2,0,0,0,1,0,0,0,0,0,3337,AMAZONAS,LUYA,CONILA
10506,49.33728,5.3823681,16.81563,1.6089346,17.428282,45.348225,25.284807,1.7948189,4.3792729,1.5497713,0.80843842,0,86.499947,0.21110541,0.60355079,0.2188755,0.1746988,0.3012048,0.2851406,53.81818,50.909092,31.636364,AMAZONAS,LUYA,INGUILPATA,51.099998,16.6,0.30000001,0,0,0,0,1,0,0,0,0,0,3021,AMAZONAS,LUYA,INGUILPATA
10507,46.825958,5.773119,18.901569,6.6146049,9.1637669,50.811367,23.766129,0.47778809,0.36567351,0.59400392,1.4304162,0.1186489,66.678238,0.59040481,5.004952,0.40047681,0.2097735,0.2407628,0.1382598,60.06192,64.396278,36.842106,AMAZONAS,LUYA,LONGUITA,77.599998,39.700001,0.30000001,1,0,0,0,1,0,0,0,0,0,3359,AMAZONAS,LUYA,LONGUITA
10508,48.554798,5.2627058,15.25507,4.8753023,13.940958,48.837578,23.40147,2.028599,1.637935,1.067306,1.655887,0,77.113007,0.70772421,2.614707,0.3230404,0.1532066,0.280285,0.2102138,70.254959,67.422096,25.49575,AMAZONAS,LUYA,LONYA CHICO,70.5,39.400002,0.40000001,1,0,0,0,1,0,0,0,0,0,3176,AMAZONAS,LUYA,LONYA CHICO
10509,52.236938,11.71592,10.37182,5.283524,12.154575,38.246841,24.638376,2.3132491,5.8471093,1.1302364,4.3667221,0.59998673,65.896255,1.6048566,10.953734,0.3412478,0.21899471,0.2639555,0.14877491,69.296516,68.04734,49.967129,AMAZONAS,LUYA,LUYA,38.299999,10,0.40000001,7,0,0,0,1,0,0,0,0,0,2833,AMAZONAS,LUYA,LUYA
10510,51.030449,4.3943772,5.6472349,7.766748,14.17016,42.963223,26.813025,0.2444988,1.2612267,0.51859522,2.3476672,0.2676861,59.480145,0.78804177,11.842408,0.40979379,0.2087629,0.25515461,0.1056701,57.92683,55.487804,34.7561,AMAZONAS,LUYA,LUYA VIEJO,73,32.799999,0.30000001,0,0,0,0,1,0,0,0,0,0,2761,AMAZONAS,LUYA,LUYA VIEJO
10511,46.807301,11.50025,9.734189,5.303443,7.3617992,51.091335,24.625584,0.68391299,2.0177512,0.5430876,1.2329313,0.13408031,60.873901,1.919522,14.991017,0.33602151,0.21908601,0.27822581,0.1424731,66.352203,71.383652,44.025158,AMAZONAS,LUYA,MARIA,58.700001,22.6,0.40000001,2,0,0,0,1,0,0,0,0,0,3493,AMAZONAS,LUYA,MARIA
10512,47.228149,13.0557,12.81172,5.5276361,11.660108,45.14119,26.205519,0.9369939,2.3322718,0.59783667,2.4070334,0.2010783,66.432053,1.189772,8.1162357,0.35489309,0.2117548,0.27362201,0.1330146,58.679375,63.784889,48.468346,AMAZONAS,LUYA,OCALLI,16.6,3.8,0.40000001,5,0,0,1,0,0,0,0,0,0,2517,AMAZONAS,LUYA,OCALLI
10513,46.333,8.6732731,16.489759,5.2059202,8.4801455,49.308323,25.798851,0.69418436,2.1743245,0.32162702,1.838921,0.088411428,64.134247,0.46804342,9.9691963,0.40307599,0.1918166,0.2446315,0.13116661,72.826088,70.059288,14.72332,AMAZONAS,LUYA,OCUMAL,49.099998,16.9,0.40000001,3,0,0,1,0,0,0,0,0,0,2677,AMAZONAS,LUYA,OCUMAL
10514,46.08194,6.3960028,13.86209,5.9467998,10.377922,47.646942,24.700535,0.25119099,1.5788759,0.3368797,1.1441966,0.1276755,59.930161,0.37720963,11.437813,0.42009231,0.20218121,0.24853189,0.1073826,9.2848902,50,13.206459,AMAZONAS,LUYA,PISUQUIA,86.300003,54.700001,0.30000001,1,0,0,0,1,0,0,0,0,0,3679,AMAZONAS,LUYA,PISUQUIA
10515,46.054691,9.4078054,4.58951,5.3337388,10.75986,47.216587,24.107889,0.595025,1.9066637,0.44192469,2.5354996,0.37613669,66.362114,0.443376,5.731771,0.41109419,0.1778115,0.2606383,0.1299392,77.173912,79.619568,41.576088,AMAZONAS,LUYA,PROVIDENCIA,69,29.4,0.30000001,3,0,0,1,0,0,0,0,0,0,2379,AMAZONAS,LUYA,PROVIDENCIA
10516,55.16893,3.3130031,18.05147,5.9209876,13.468143,47.109413,24.466375,1.0988421,2.0239339,0.17915811,1.1156459,0,67.728485,0.91130757,8.6161985,0.3644689,0.1776557,0.2545788,0.1794872,78.48101,74.261604,52.320675,AMAZONAS,LUYA,SAN CRISTOBAL,72.199997,33,0.30000001,0,0,0,0,1,0,0,0,0,0,2610,AMAZONAS,LUYA,SAN CRISTOBAL
10517,47.500839,10.41087,11.5169,7.863668,10.696442,53.994854,20.535658,0.8598029,1.4317338,0,1.1515892,0.141527,55.111038,0.72643119,20.191235,0.3323741,0.1841727,0.28489211,0.1755396,43.125,37.5,28.541666,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,56.900002,19.299999,0.30000001,0,0,0,0,1,0,0,0,0,0,3293,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
10518,49.0989,8.7662668,19.083799,3.0586126,13.188723,60.864239,13.681447,0.9576118,1.7322191,0.64053798,0.77104831,0.1593722,72.076927,0.15553769,9.9348402,0.2274881,0.2037915,0.314376,0.2401264,55.555557,63.58025,20.679012,AMAZONAS,LUYA,SAN JERONIMO,81.699997,46.599998,0.30000001,0,0,0,1,0,0,0,0,0,0,2469,AMAZONAS,LUYA,SAN JERONIMO
10519,48.665909,7.0515771,9.4692307,6.7522826,7.8049793,58.078751,19.401405,0.96029538,0.98390609,0.48635709,1.6907881,0,70.095108,0.73521417,6.4942155,0.36754179,0.1885442,0.23150361,0.17899761,33.433735,33.13253,17.168674,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,44.5,11.3,0.30000001,0,0,0,0,1,0,0,0,0,0,2817,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
10520,50.23407,8.5929422,6.7064571,7.4028792,14.709838,51.432076,20.240202,0.90666181,0.95014173,0.21056759,0.699238,0.105871,45.269016,3.033114,20.622652,0.42690679,0.24947029,0.19968221,0.095339,82.553955,82.014389,39.208633,AMAZONAS,LUYA,SANTA CATALINA,84.900002,50.400002,0.30000001,3,0,0,0,1,0,0,0,0,0,2881,AMAZONAS,LUYA,SANTA CATALINA
10521,50.656139,9.7965345,9.8505287,5.4318786,7.9863925,52.490734,22.951534,0.90376627,2.4501133,0.5040729,1.5964231,0.099206902,62.679543,0.93512458,11.826286,0.36354581,0.18857899,0.25464809,0.1743028,59.739319,59.16003,41.057205,AMAZONAS,LUYA,SANTO TOMAS,68.5,33.599998,0.30000001,6,0,0,0,1,0,0,0,0,0,3522,AMAZONAS,LUYA,SANTO TOMAS
10522,50.271091,10.10397,9.7514553,6.2037873,8.4798851,45.77306,25.935928,1.401963,2.4817963,0.86487561,3.1343813,0.3158249,58.229496,3.2018483,14.689499,0.34940711,0.2403162,0.2521739,0.1264822,57.67918,57.337883,39.078499,AMAZONAS,LUYA,TINGO,44.5,11.2,0.30000001,0,0,0,1,0,0,0,0,0,0,3213,AMAZONAS,LUYA,TINGO
10523,49.482971,6.7516222,10.1777,6.8804965,11.465743,46.797478,26.311142,0.44227344,1.4779685,0.67047375,2.61006,0.073263168,60.337513,2.6947486,11.692972,0.37017801,0.23071221,0.2396142,0.1327893,72.983871,63.911289,40.322582,AMAZONAS,LUYA,TRITA,51,16.4,0.30000001,0,0,0,0,1,0,0,0,0,0,2770,AMAZONAS,LUYA,TRITA
