,id_hdv,part_rec,party_memb,party_ocup,party_start,party_end
812,2-16-7,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIA DE ORGANIZACIÓN JAP SALAVERRY ,2008 ,2016 
813,2-17-1,1, , , , 
814,2-17-2,1, , , , 
815,2-18-1,1, , , , 
816,2-18-2,1, , , , 
817,2-18-3,1, , , , 
818,2-18-5,1, , , , 
819,2-18-6,1, , , , 
820,2-19-1,1,PARTIDO POLÍTICO PERU PATRIA SEGURA ,SECRETARIO DEPARTAMENTAL ,2005 ,HASTA LA ACTUALIDAD
821,2-19-2,1, , , , 
822,2-19-3,1, , , , 
823,2-20-1,1, , , , 
824,2-20-2,1, , , , 
825,2-20-3,1, , , , 
826,2-20-4,1, , , , 
827,2-21-1,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARÍA EJECUTIVA PROVINCIAL ,2018 ,HASTA LA ACTUALIDAD
828,2-21-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO EJECUTIVO PROVINCIAL ,2018 ,HASTA LA ACTUALIDAD
829,2-21-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARÍA DE ORGANIZACIÓN Y PLANEAMIENTO PROVINCIAL ,2019 ,HASTA LA ACTUALIDAD
830,2-21-4,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA REGIONAL DE ASUNTOS LEGALES ,2017 ,2019 
831,2-21-4,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA NACIONAL DE GREMIOS Y ORGANIZACIONES SOCIALES ,2019 ,2019 
832,2-22-1,1, , , , 
833,2-22-2,1, , , , 
834,2-22-3,1, , , , 
835,2-23-1,1, , , , 
836,2-23-2,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,SUB SECRETARÍA NACIONAL DE ORGANIZACIÓN Y MOVILIZACIÓN MACRO REGIÓN LIMA ,2010 ,2012 
837,2-23-3,1, , , , 
838,2-23-4,1,PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA ,SECRETARIA NACIONAL DE LA JUVENTUD ,2003 ,2007 
839,2-24-1,1, , , , 
840,2-24-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE ,FUNDADOR ,2014 ,2015 
841,2-24-2,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE ,SECRETARIA DE LA JUVENTUD ,2014 ,2015 
842,2-24-3,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO REGIONAL ,2014 ,HASTA LA ACTUALIDAD
843,2-25-1,1,PARTIDO POLÍTICO TODOS POR EL PERU ,COORDINADOR REGIONAL ,2018 ,2018 
844,2-25-2,1, , , , 
845,2-25-3,1, , , , 
846,2-26-1,1, , , , 
847,2-26-2,1, , , , 
848,2-26-3,1, , , , 
849,2-26-4,1, , , , 
850,2-27-2,1, , , , 
851,2-27-3,1, , , , 
852,2-28-1,1, , , , 
853,2-28-2,1,PARTIDO POLÍTICO FUERZA NACIONAL ,MIEMBRO DEL CONGRESO NACIONAL ,2005 ,2012 
854,2-28-3,1,PARTIDO POLÍTICO PERU LIBRE ,SECRETARIA DE DEFENSA ,2017 ,HASTA LA ACTUALIDAD
855,2-28-4,1, , , , 
856,2-29-1,1, , , , 
857,2-29-2,1, , , , 
858,2-30-1,1,ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL LA MOLINA HACIA EL GRAN CAMBIO ,APODERADO;DIRECTOR DE ORGANIZACIÓN Y ADMINISTRACIÓN;FUNDADOR;PERSONERO LEGAL ALTERNO;REPRESENTANTE ,2010 ,2011 
859,2-30-2,1, , , , 
860,2-30-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL RENACIMIENTO UNIDO NACIONAL ,SECRETARIO NACIONAL DE PLAN DE GOBIERNO ,2019 ,2019 
861,2-30-4,1, , , , 
862,2-30-5,1, , , , 
863,2-30-6,1, , , , 
864,2-30-7,1, , , , 
865,2-30-8,1, , , , 
866,2-30-10,1, , , , 
867,2-30-11,1, , , , 
868,2-30-12,1,ALIANZA ELECTORAL ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP ,REGIDOR ,2015 ,2018 
869,2-30-13,1, , , , 
870,2-30-14,1, , , , 
871,2-30-15,1,PARTIDO POLÍTICO PARTIDO SOCIALISTA ,SECRETARIO GENERAL ,1990 ,1995 
872,2-30-16,1, , , , 
873,2-30-17,1, , , , 
874,2-30-18,1, , , , 
875,2-30-20,1, , , , 
876,2-30-21,1, , , , 
877,2-30-22,1,ALIANZA ELECTORAL ALIANZA PARA EL PROGRESO DEL PERU ,RESPONSABLE POLITICO DISTRITAL ,2010 ,2017 
878,2-30-24,1, , , , 
879,2-30-25,1, , , , 
880,2-30-26,1, , , , 
881,2-30-27,1, , , , 
882,2-30-28,1, , , , 
883,2-30-29,1, , , , 
884,2-30-30,1, , , , 
885,2-30-31,1, , , , 
886,2-30-32,1, , , , 
887,2-30-33,1, , , , 
888,2-30-34,1, , , , 
889,2-30-35,1, , , , 
890,2-30-36,1, , , , 
891,2-31-1,1, , , , 
892,2-31-3,1, , , , 
893,2-32-1,1,PARTIDO POLÍTICO PARTIDO MORADO ,MIENBRO DEL COMITE EJECUTIVO NACIONAL ,2019 ,HASTA LA ACTUALIDAD
894,2-32-1,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO GENERAL REGIONAL CUSCO ,2019 ,HASTA LA ACTUALIDAD
895,2-32-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA GENERAL COMITÉ EJECUTIVO PROVINCIAL - LA CONVENCIÓN ,2019 ,HASTA LA ACTUALIDAD
896,2-32-2,2,PARTIDO POLÍTICO PARTIDO MORADO ,COORDINADORA PROVINCIAL ,2017 ,2018 
897,2-32-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO GENERAL PROVINCIAL DE CUSCO ,2019 ,HASTA LA ACTUALIDAD
898,2-32-3,2,PARTIDO POLÍTICO PARTIDO MORADO ,COORDINADOR REGIONAL DE FIRMAS DE CUSCO ,2016 ,2018 
899,2-32-4,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA REGIONAL DE GREMIOS Y ORGANIZACIONES SOCIALES ,2019 ,HASTA LA ACTUALIDAD
900,2-32-5,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARÍA REGIONAL DE PLAN DE GOBIERNO ,2019 ,HASTA LA ACTUALIDAD
901,2-33-1,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,PRESIDENTE ,2018 ,2019 
902,2-33-2,1, , , , 
903,2-33-3,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,SECRETARIA NACIONAL DE PLAN DE GOBIERNO ,2018 ,2019 
904,2-33-4,1, , , , 
905,2-33-5,1, , , , 
906,2-33-6,1,PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO ,MILITANTE ,2011 ,2016 
907,2-33-7,1, , , , 
908,2-33-8,1, , , , 
909,2-33-9,1, , , , 
910,2-33-10,1, , , , 
911,2-33-11,1, , , , 
912,2-33-12,1,MOVIMIENTO NUEVO PERÚ ,MIEMBRO DE LA COMISIÓN POLÍTICA ,2017 ,2019 
913,2-33-13,1, , , , 
914,2-33-14,1, , , , 
915,2-33-15,1, , , , 
916,2-33-16,1, , , , 
917,2-33-17,1, , , , 
918,2-33-18,1, , , , 
919,2-33-19,1, , , , 
920,2-33-20,1, , , , 
921,2-33-22,1, , , , 
922,2-33-26,1, , , , 
923,2-33-28,1, , , , 
924,2-33-29,1, , , , 
925,2-33-30,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,MIEMBRO DEL CEN ,2017 ,HASTA LA ACTUALIDAD
926,2-33-31,1, , , , 
927,2-33-32,1, , , , 
928,2-33-33,1, , , , 
929,2-33-35,1, , , , 
930,2-33-36,1, , , , 
931,2-34-2,1, , , , 
932,2-35-1,1, , , , 
933,2-36-1,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL DISTRITAL SAN CARLOS - HUENACAYO ,1984 ,1990 
934,2-36-1,2,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SUB SECRETARIO NACIONAL DE ORGANIZACION ,2017 ,2019 
935,2-36-2,1, , , , 
936,2-36-3,1, , , , 
937,2-36-4,1, , , , 
938,2-36-5,1, , , , 
939,2-37-1,1, , , , 
940,2-37-2,1, , , , 
941,2-37-3,1, , , , 
942,2-37-4,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIA DE LA MUJER DE CARHUAZ ,2013 ,HASTA LA ACTUALIDAD
943,2-37-5,1, , , , 
944,2-38-1,1, , , , 
945,2-38-3,1, , , , 
946,2-38-4,1, , , , 
947,2-38-5,1, , , , 
948,2-39-1,1, , , , 
949,2-39-2,1, , , , 
950,2-39-3,1, , , , 
951,2-40-1,1, , , , 
952,2-40-2,1, , , , 
953,2-40-3,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO REGIONAL DE MOVILIZACION DE LIMA METROPOLITANA ,2015 ,2019 
954,2-41-1,1, , , , 
955,2-41-2,1,PARTIDO POLÍTICO TODOS POR EL PERU ,MILITANTE ,2005 ,HASTA LA ACTUALIDAD
956,2-41-2,2,ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL JUNTOS POR PAUCARPATA ,MILITANTE ,2005 ,2007 
957,2-41-3,1, , , , 
958,2-41-4,1, , , , 
959,2-41-5,1, , , , 
960,2-41-6,1, , , , 
961,2-42-1,1,PARTIDO POLÍTICO PERU NACION ,COORDINADOR REGIONAL ,2017 ,HASTA LA ACTUALIDAD
962,2-42-2,1, , , , 
963,2-42-3,1, , , , 
964,2-43-1,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE REGIONAL PUNO ,2019 ,HASTA LA ACTUALIDAD
965,2-43-2,1, , , , 
966,2-43-3,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIO PROVINCIAL DE SAN ROMAN ,2019 ,2019 
967,2-43-4,1, , , , 
968,2-43-5,1, , , , 
969,2-44-1,1, , , , 
970,2-44-2,1, , , , 
971,2-45-1,1, , , , 
972,2-45-2,1, , , , 
973,2-46-1,1,MOVIMIENTO POLÍTICO INDEPENDIENTE CUSCO EN ACCIÓN ,SECRETARIO PROVINCIAL DE JUVENTUDES ,2006 ,2007 
974,2-46-1,2,PARTIDO POLÍTICO FUERZA POPULAR ,COORDINADOR REGIONAL CUSCO ,2016 ,2017 
975,2-46-2,1,PERUANOS POR EL KAMBIO ,SECRETARIO REGIONAL DE JUVENTUDES ,2014 ,2018 
976,2-46-3,1, , , , 
977,2-46-4,1, , , , 
978,2-46-5,1, , , , 
979,2-47-1,1, , , , 
980,2-47-2,1, , , , 
981,2-47-3,1, , , , 
982,2-47-4,1, , , , 
983,2-48-1,1, , , , 
984,2-48-2,1, , , , 
985,2-48-3,1, , , , 
986,2-48-4,1, , , , 
987,2-48-5,1, , , , 
988,2-49-1,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL REGIONAL ,2019 ,HASTA LA ACTUALIDAD
989,2-49-3,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO PROVINCIAL AREQUIPA ,2019 ,HASTA LA ACTUALIDAD
990,2-49-4,1, , , , 
991,2-49-5,1, , , , 
992,2-49-6,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,COORDINADOR POLÍTICO DE PROVINCIA CONDESUYOS ,2018 ,HASTA LA ACTUALIDAD
993,2-50-1,1,PARTIDO POLÍTICO PERU NACION ,CANDIDATA AL CONGRESO ,2016 ,2019 
994,2-50-2,1, , , , 
995,2-50-4,1, , , , 
996,2-50-5,1, , , , 
997,2-51-1,1, , , , 
998,2-51-2,1,PARTIDO POLÍTICO PARTIDO SOCIALISTA ,DIRIGENTE NACIONAL ,2004 ,2007 
999,2-51-2,2,ALIANZA ELECTORAL IZQUIERDA UNIDA ,COMISION CAMPESINA ,1981 ,1990 
1000,2-51-3,1, , , , 
1001,2-51-5,1, , , , 
1002,2-51-6,1, , , , 
1003,2-51-7,1, , , , 
1004,2-52-1,1, , , , 
1005,2-52-2,1, , , , 
1006,2-52-3,1,PARTIDO POLÍTICO DEMOCRACIA DIRECTA ,REGIDOR ,2019 ,HASTA LA ACTUALIDAD
1007,2-52-4,1, , , , 
1008,2-52-5,1, , , , 
1009,2-52-7,1, , , , 
1010,2-53-1,1, , , , 
1011,2-53-2,1, , , , 
1012,2-53-3,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DE ORGANIZACION DEL COMITE EJECUTIVO PROVINCIAL TRANSITORIO DEL SANTA ,2004 ,2004 
1013,2-53-4,1, , , , 
1014,2-55-1,1,PARTIDO POLÍTICO FUERZA DEMOCRATICA ,SECRETARIO GENERAL AREQUIPA ,2003 ,2007 
1015,2-55-2,1, , , , 
1016,2-55-3,1, , , , 
1017,2-55-4,1, , , , 
1018,2-55-5,1, , , , 
1019,2-56-1,1, , , , 
1020,2-56-2,1, , , , 
1021,2-56-3,1, , , , 
1022,2-56-4,1, , , , 
1023,2-56-5,1, , , , 
1024,2-57-1,1, , , , 
1025,2-57-2,1, , , , 
1026,2-57-3,1, , , , 
1027,2-58-1,1, , , , 
1028,2-58-3,1, , , , 
1029,2-59-1,1, , , , 
1030,2-59-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL AVANCEMOS POR LA UNIDAD Y LA GRANDEZA ,SECRETARIO DE ADMINISTRACIÓN ,2010 ,2011 
1031,2-59-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO LIDER - LISTA DE INTEGRACION PARA EL DESARROLLO REGI ,SECRETARIA GENERAL ,2018 ,2018 
1032,2-59-3,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO LIDER - LISTA DE INTEGRACION PARA EL DESARROLLO REGI ,"SECRETARÍA DE CULTURA, DEPORTES Y RECREACIÓN ",2013 ,2014 
1033,2-60-1,1,SOMOS PERU ,POSTULANTE A REGIDOR ,2018 ,2018 
1034,2-60-2,1, , , , 
1035,2-60-3,1, , , , 
1036,2-61-1,1, , , , 
1037,2-61-2,1,PARTIDO POLÍTICO PERU POSIBLE ,MIEMBRO DEL COMITE ,2005 ,2005 
1038,2-61-4,1, , , , 
1039,2-62-2,1, , , , 
1040,2-62-3,1,PARTIDO POLÍTICO FRENTE ESPERANZA ,DIRIGENTE ,2016 ,2017 
1041,2-62-4,1, , , , 
1042,2-62-5,1, , , , 
1043,2-63-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL PROYECTO POLITICO AQUI ,SUB SECRETARIO DE IDEOLOGIA ,2010 ,2015 
1044,2-63-2,1, , , , 
1045,2-63-3,1, , , , 
1046,2-63-5,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",PERSONERO LEGAL ADJUNTA ,2016 ,2016 
1047,2-64-2,1, , , , 
1048,2-64-3,1, , , , 
1049,2-65-3,1, , , , 
1050,2-66-1,1, , , , 
1051,2-66-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL PASCO DIGNIDAD ,PERSONERO ,2012 ,2019 
1052,2-66-3,1, , , , 
1053,2-67-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE DE DEFENSA REGIONAL ,SECRETARIO DE LA JUVENTUD ,2005 ,2006 
1054,2-67-3,1, , , , 
1055,2-68-1,1, , , , 
1056,2-68-2,1, , , , 
1057,2-68-3,1, , , , 
1058,2-69-1,1, , , , 
1059,2-69-2,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO DE ORGANIZACIÓN ,1987 ,1988 
1060,2-69-2,2,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIA GENERAL ,2015 ,2016 
1061,2-69-3,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO DE ORGANIZACIÓN ,2012 ,2013 
1062,2-69-3,2,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,2018 ,HASTA LA ACTUALIDAD
1063,2-70-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL UNIDOS CONSTRUYENDO ,AFILIADO ,2006 ,2011 
1064,2-70-2,1,PARTIDO POLÍTICO PERU POSIBLE ,MILITANTE ,2002 ,2017 
1065,2-70-3,1, , , , 
1066,2-70-4,1, , , , 
1067,2-70-7,1, , , , 
1068,2-72-1,1, , , , 
1069,2-72-2,1, , , , 
1070,2-72-3,1, , , , 
1071,2-72-4,1, , , , 
1072,2-74-1,1, , , , 
1073,2-74-3,1,ALIANZA ELECTORAL IZQUIERDA UNIDA ,FUNDADOR ,1980 ,1986 
1074,2-74-4,1, , , , 
1075,2-74-5,1, , , , 
1076,2-74-6,1, , , , 
1077,2-75-1,1, , , , 
1078,2-75-2,1, , , , 
1079,2-75-3,1, , , , 
1080,2-76-1,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO REGIONAL DE ORGANIZACION ,2019 ,2019 
1081,2-76-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL INNOVACION Y DESARROLLO REGIONAL ,SECRETARIO GENERAL ,2013 ,2015 
1082,2-76-3,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL INNOVACION Y DESARROLLO REGIONAL ,REPRESENTANTE LEGAL ,2013 ,2014 
1083,2-76-4,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIA PROVINCIAL DE LA MUJER ,2019 ,2019 
1084,2-76-5,1, , , , 
1085,2-76-6,1, , , , 
1086,2-76-7,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIA DE COMUNICACIONES ,2019 ,2019 
1087,2-77-1,1, , , , 
1088,2-77-2,1, , , , 
1089,2-77-3,1, , , , 
1090,2-78-1,1, , , , 
1091,2-78-2,1, , , , 
1092,2-78-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL CORAZON LIBRE ,SECRETARIA GENERAL Y APODERADA ,2016 ,HASTA LA ACTUALIDAD
1093,2-79-1,1, , , , 
1094,2-79-2,1, , , , 
1095,2-79-3,1,PARTIDO POLÍTICO UNION POR EL PERU ,MILITANTE ,2010 ,2019 
1096,2-79-3,2,PARTIDO POLÍTICO PARTIDO RENACIMIENTO ANDINO ,MILITANTE ,2005 ,2007 
1097,2-79-4,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA DISTRITAL DE INDEPENDENCIA ,2007 ,2011 
1098,2-79-4,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA REGIONAL DE MUJERES ,2012 ,2013 
1099,2-79-5,1,PARTIDO POLÍTICO FUERZA NACIONAL ,MILITANTE ,2005 ,2010 
1100,2-79-5,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE RECONSTRUYAMOS ANCASH ,MILITANTE ,2010 ,2011 
1101,2-80-1,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,CUARTO VICEPRESIDENTE ,2018 ,HASTA LA ACTUALIDAD
1102,2-80-2,1, , , , 
1103,2-80-3,1, , , , 
1104,2-80-4,1, , , , 
1105,2-81-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO ,SECRETARIO REGIONAL DE ORGANIZACIÓN ,2013 ,2017 
1106,2-81-4,1, , , , 
1107,2-82-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ ,SECRETARIA DE LA MUJER Y BIENESTAR SOCIAL ,2015 ,2017 
1108,2-82-2,1, , , , 
1109,2-82-3,1, , , , 
1110,2-82-4,1, , , , 
1111,2-82-5,1, , , , 
1112,2-82-7,1, , , , 
1113,2-83-2,1, , , , 
1114,2-83-3,1, , , , 
1115,2-83-4,1, , , , 
1116,2-84-1,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO GENERAL REGIONAL ,2019 ,HASTA LA ACTUALIDAD
1117,2-84-2,1, , , , 
1118,2-84-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO PROVINCIAL ,2017 ,2019 
1119,2-85-1,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO PROVINCIAL ,2006 ,2014 
1120,2-85-1,2,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL REGIONAL ,2019 ,HASTA LA ACTUALIDAD
1121,2-85-2,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO REGIONAL DE ORGANIZACION LA LIBERTAD ,2019 ,HASTA LA ACTUALIDAD
1122,2-85-3,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL DISTRITAL ,2018 ,HASTA LA ACTUALIDAD
1123,2-85-4,1, , , , 
1124,2-85-5,1, , , , 
1125,2-85-6,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL FORTALEZA LIBERTEÑA ,MIEMBRO DE COMITE PROVINCIAL SANCHEZ CARRION ,2017 ,2018 
1126,2-85-7,1, , , , 
1127,2-86-1,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE-SECRETARIO DE POLÍTICA REGIONAL - LAMBAYEQUE ,2005 ,2007 
1128,2-86-3,1, , , , 
1129,2-86-4,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE-SECRETARÍA DE POLÍTICA ,1982 ,1994 
1130,2-86-4,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARÍA DE ORGANIZACIÓN DEPARTAMENTAL DE LA MUJER ,1995 ,1997 
1131,2-86-5,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARÍA DE LA MUJER - DISTRITO DE JOSÉ LEONARDO ORTIZ ,2001 ,2002 
1132,2-87-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO MACROREGIONAL TODAS LAS SANGRES - APURIMAC ,PRESIDENTE ,1975 ,2015 
1133,2-87-2,1,PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA ,SECRETARIO GENERAL ,1989 ,1991 
1134,2-87-3,1, , , , 
1135,2-88-2,1, , , , 
1136,2-88-3,1, , , , 
1137,2-89-1,1, , , , 
1138,2-89-2,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,MIEMBRO DEL COMITÉ DEPARTAMENTAL ICA ,2004 ,2010 
1139,2-89-3,1, , , , 
1140,2-89-4,1, , , , 
1141,2-90-1,1, , , , 
1142,2-90-4,1,PARTIDO POLÍTICO PERU NACION ,MILITANTE ,2015 ,2019 
1143,2-91-1,1, , , , 
1144,2-91-2,1, , , , 
1145,2-91-3,1,PARTIDO POLÍTICO ACCION POPULAR ,JUVENTUDES ,1989 ,1990 
1146,2-91-4,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA GENERAL DISTRITAL ,2017 ,2019 
1147,2-91-5,1, , , , 
1148,2-91-6,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DEPARTAMENTAL DE LIMA ,2011 ,2013 
1149,2-91-6,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DEPARTAMENTAL DE LIMA ,2000 ,2003 
1150,2-91-7,1, , , , 
1151,2-91-8,1,PARTIDO POLÍTICO ACCION POPULAR ,SUB SECRETARIO NACIONAL DE JUVENTUDES ,2009 ,2011 
1152,2-91-9,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DE LIMA METROPOLITANA ,2017 ,2019 
1153,2-91-9,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO NACIONAL DE DERECHOS HUMANOS ,2013 ,2015 
1154,2-91-10,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DE JUVENTUDES ,2001 ,2003 
1155,2-91-10,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DE ORGANIZACION ,2013 ,2015 
1156,2-91-11,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA GENERAL COMITE ACCION POLITICA DE LA MUJER ,2011 ,2013 
1157,2-91-12,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL NACIONAL ,2005 ,2007 
1158,2-91-12,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DE JUVENTUDES DISTRITAL ,1977 ,1977 
1159,2-91-13,1, , , , 
1160,2-91-14,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO DE MOVILIZACION ,2009 ,2011 
1161,2-91-14,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DISTRITAL ,2017 ,2019 
1162,2-91-15,1, , , , 
1163,2-91-16,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DE POLITICA ,2017 ,2019 
1164,2-91-16,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL ,2013 ,2015 
1165,2-91-17,1, , , , 
1166,2-91-18,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA DE JUVENTUDES DE LIMA METROPOLITANA ,2007 ,2009 
1167,2-91-19,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DE LIMA METROPOLITANA ,2007 ,2009 
1168,2-91-19,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DE CHORRILLOS ,2005 ,2007 
1169,2-91-20,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO GENERAL NACIONAL DE POLITICA ,2005 ,2007 
1170,2-91-20,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO NACIONAL ASUNTOS ELECTORALES ,2003 ,2005 
1171,2-91-21,1,PARTIDO POLÍTICO ACCION POPULAR ,MIEMBRO DISTRITAL CHOSICA ,2017 ,2019 
1172,2-91-22,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DISTRITAL ,2017 ,2019 
1173,2-91-23,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA NACIONAL ASUNTOS ELECTORALES ,2007 ,2009 
1174,2-91-23,2,PARTIDO POLÍTICO ACCION POPULAR ,VICE POLITICA COMITE DEPARTAMENTAL DE LIMA METROPOLITANA ,2009 ,2011 
1175,2-91-24,1, , , , 
1176,2-91-25,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIO GENERAL DISTRITAL ,1999 ,2000 
1177,2-91-26,1, , , , 
1178,2-91-27,1, , , , 
1179,2-91-28,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DE CAPACITACION Y BIENESTAR DE LIMA METROPOLITANA ,2017 ,2019 
1180,2-91-28,2,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DE ORGANIZACION DE LIMA METROPOLITANA ,2015 ,2017 
1181,2-91-29,1, , , , 
1182,2-91-30,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DEPARTAMENTAL ,2014 ,2015 
1183,2-91-31,1, , , , 
1184,2-91-32,1, , , , 
