,id_hdv,part_rec,party_memb,party_ocup,party_start,party_end
458,0-106-4,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIA GENERAL DEL COMITÉ DISTRITAL DE VENTANILLA ,2019 ,HASTA LA ACTUALIDAD
459,0-107-1,1, , , , 
460,0-107-2,1, , , , 
461,0-107-3,1,ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL DE LA MANO CON PACANGA ,CANDIDATO A ALCALDE ,2010 ,2011 
462,0-107-3,2,ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL JUNTOS POR EL CAMBIO DE CHEPEN ,CANDIDATO A ALCALDE ,2014 ,2015 
463,0-107-4,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL PERU AUTONOMIA E IDENTIDAD SOCIAL ,PERSONERO LEGAL TITULAR ,2017 ,2018 
464,0-107-5,1, , , , 
465,0-107-6,1, , , , 
466,0-107-7,1, , , , 
467,0-108-1,1,PARTIDO POLÍTICO UNION POR EL PERU ,COORDINADOR PROVINCIAL TALARA ,2018 ,2019 
468,0-108-3,1, , , , 
469,0-108-5,1, , , , 
470,0-108-6,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL REGION PARA TODOS ,MILITANTE ,2015 ,2018 
471,0-108-7,1,PARTIDO POLÍTICO UNION POR EL PERU ,SECRETARIO REGIONAL PIURA ,2016 ,2019 
472,0-108-7,2,PARTIDO POLÍTICO UNION POR EL PERU ,MIEMBRO DEL COMITÉ DIRECTIVO NACIONAL ,2014 ,2019 
473,0-109-1,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIO NACIONAL DE ORGANIZACION ,2018 ,2019 
474,0-109-1,2,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE POLITICO REGIONAL DE LAMBAYEQUE ,2006 ,2015 
475,0-109-2,1, , , , 
476,0-109-3,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,SECRETARIO DE ORGANIZACION ,2018 ,2019 
477,0-109-4,1, , , , 
478,0-109-5,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,MIEMBRO DE LA DIRECCIÓN EJECUTIVA REGIONAL ,2008 ,HASTA LA ACTUALIDAD
479,0-110-1,1, , , , 
480,0-110-2,1, , , , 
481,0-110-3,1, , , , 
482,0-111-1,1, , , , 
483,0-111-2,1, , , , 
484,0-111-3,1, , , , 
485,0-112-1,1, , , , 
486,0-112-2,1, , , , 
487,0-112-3,1, , , , 
488,0-113-1,1, , , , 
489,0-113-2,1, , , , 
490,0-113-3,1, , , , 
491,0-113-4,1, , , , 
492,0-113-5,1, , , , 
493,0-114-1,1, , , , 
494,0-115-1,1, , , , 
495,0-115-3,1, , , , 
496,0-116-1,1, , , , 
497,0-116-2,1, , , , 
498,0-116-3,1, , , , 
499,0-117-1,1, , , , 
500,0-117-2,1, , , , 
501,0-117-3,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETACIO GENERAL - RIMAC ,1994 ,1995 
502,0-118-1,1, , , , 
503,0-118-2,1, , , , 
504,0-118-3,1, , , , 
505,0-118-4,1, , , , 
506,0-119-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA LIBERTAD MADREDIOSENSE ,PRESIDENTE ,2017 ,HASTA LA ACTUALIDAD
507,0-119-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA LIBERTAD MADREDIOSENSE ,SECRETARIO GENERAL ,2017 ,HASTA LA ACTUALIDAD
508,0-119-3,1, , , , 
509,0-120-1,1,PARTIDO POLÍTICO ACCION POPULAR ,DIRIGENTE DEPARTAMENTAL ,2017 ,2019 
510,0-120-4,1, , , , 
511,0-120-5,1, , , , 
512,0-120-6,1, , , , 
513,0-120-7,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA PROVINCIAL ,2007 ,2019 
514,0-121-1,1,PARTIDO POLÍTICO PERU POSIBLE ,SECRETARIO NACIONAL DE JUVENTUDES ,2009 ,2012 
515,0-121-1,2,PARTIDO POLÍTICO PERU POSIBLE ,SUB SECRETARIO NACIONAL DE ORGANIZACION DE BASE ,2014 ,2017 
516,0-121-2,1, , , , 
517,0-121-3,1, , , , 
518,0-121-4,1,PARTIDO POLÍTICO UNION POR EL PERU ,SECRETARIO DE FORMACION Y CAPACITACION POLITICA ,2005 ,2010 
519,0-121-4,2,PARTIDO POLÍTICO UNION POR EL PERU ,SECRETARIO DE FORMACION Y CAPACITACION POLITICA ,2010 ,HASTA LA ACTUALIDAD
520,0-121-5,1, , , , 
521,0-121-6,1, , , , 
522,0-121-7,1, , , , 
523,0-122-1,1, , , , 
524,0-122-2,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,1999 ,2008 
525,0-122-3,1, , , , 
526,0-122-5,1, , , , 
527,0-124-1,1, , , , 
528,0-124-2,1, , , , 
529,0-125-1,1, , , , 
530,0-125-3,1, , , , 
531,0-125-4,1, , , , 
532,0-125-5,1, , , , 
533,0-125-6,1, , , , 
534,0-126-1,1,PARTIDO POLÍTICO FUERZA POPULAR ,COORDINADOR PROVINCIAL DE ABANCAY - APURIMAC ,2015 ,2017 
535,0-126-2,1, , , , 
536,0-126-3,1,PARTIDO POLÍTICO AGRUPACION INDEPENDIENTE SI CUMPLE ,MIEMBRO DEL COMITE DEL DEPARTAMENTO DE APURIMAC ,2004 ,2010 
537,0-127-1,1, , , , 
538,0-128-1,1, , , , 
539,0-128-2,1, , , , 
540,0-128-3,1, , , , 
541,0-129-1,1,"MOVIMIENTO REGIONAL UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA ",PRESIDENTE FUNDADOR ,2017 ,HASTA LA ACTUALIDAD
542,0-129-1,2,"MOVIMIENTO REGIONAL UNIDAD, EXPERIENCIA Y TRABAJO CON ÉTICA ",REPRESENTANTE LEGAL ,2017 ,HASTA LA ACTUALIDAD
543,0-129-2,1, , , , 
544,0-129-3,1, , , , 
545,0-130-1,1, , , , 
546,0-130-2,1, , , , 
547,0-130-3,1,PARTIDO POLÍTICO VAMOS PERU ,MIEMBRO SUPLENTE DEL TRIBUNAL ELECTORAL ,2014 ,2018 
548,0-130-4,1,PARTIDO POLÍTICO JUNTOS POR EL PERU ,SECRETARIA NACIONAL DE PUEBLOS ORIGINARIOS ,2010 ,2012 
549,0-130-5,1,PARTIDO POLÍTICO PERUANOS POR EL KAMBIO ,MIEMBRO DEL CEN Y SECRETARIO DE ECONOMIA ,2015 ,2015 
550,0-130-6,1, , , , 
551,0-130-7,1, , , , 
552,0-130-8,1, , , , 
553,0-130-9,1, , , , 
554,0-130-10,1, , , , 
555,0-130-11,1, , , , 
556,0-130-13,1, , , , 
557,0-130-14,1, , , , 
558,0-130-15,1, , , , 
559,0-130-16,1, , , , 
560,0-130-18,1, , , , 
561,0-130-19,1, , , , 
562,0-130-20,1,PARTIDO POLÍTICO PERU AHORA ,MIEMBRO DEL PRIMER CONGRESO NACIONAL ,2004 ,2007 
563,0-130-20,2,PARTIDO POLÍTICO PERU AHORA ,SUB SECRETARIA NACIONAL DE SALUD Y ALIMENTACION ,2004 ,2007 
564,0-130-21,1, , , , 
565,0-130-22,1, , , , 
566,0-130-23,1, , , , 
567,0-130-24,1, , , , 
568,0-130-25,1, , , , 
569,0-130-26,1, , , , 
570,0-130-27,1, , , , 
571,0-130-28,1, , , , 
572,0-130-29,1, , , , 
573,0-130-32,1, , , , 
574,0-130-33,1, , , , 
575,0-130-34,1, , , , 
576,0-130-35,1, , , , 
577,0-130-36,1, , , , 
578,0-131-1,1, , , , 
579,0-131-2,1,ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL CASERIOS PARA EL TRABAJO ,PERSONERO LEGAL ,2010 ,2011 
580,0-131-3,1,PARTIDO POLÍTICO FUERZA POPULAR ,CANDIDATA A LA ALCALDIA DE CHAZUTA ,2018 ,2018 
581,0-131-4,1, , , , 
582,0-132-1,1, , , , 
583,0-132-2,1, , , , 
584,0-132-3,1, , , , 
585,0-132-4,1, , , , 
586,0-134-1,1, , , , 
587,0-134-2,1, , , , 
588,0-134-3,1, , , , 
589,0-134-5,1, , , , 
590,0-135-3,1, , , , 
591,0-135-4,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIA NACIONAL DE ECONOMÍA ,2017 ,2019 
592,0-135-6,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIA GENERAL DEL DISTRITO ,2015 ,2016 
593,0-135-7,1, , , , 
594,0-135-8,1, , , , 
595,0-135-9,1, , , , 
596,0-135-10,1, , , , 
597,0-135-11,1, , , , 
598,0-135-12,1, , , , 
599,0-135-14,1, , , , 
600,0-135-16,1, , , , 
601,0-135-17,1, , , , 
602,0-135-18,1, , , , 
603,0-135-20,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIO DEL COMITÉ EJECUTIVO FREPAP LOS OLIVOS ,2016 ,2017 
604,0-135-20,2,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIO DE ORGANIZACIÓN COMITÉ EJECUTIVO FREPAP LOS OLIVOS ,2017 ,2019 
605,0-135-22,1, , , , 
606,0-135-23,1, , , , 
607,0-135-24,1, , , , 
608,0-135-25,1, , , , 
609,0-135-26,1, , , , 
610,0-135-27,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,VICE PRESIDENTA DE LA C. N. E. ,2015 ,2019 
611,0-135-28,1, , , , 
612,0-135-29,1, , , , 
613,0-135-30,1, , , , 
614,0-135-31,1, , , , 
615,0-135-32,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIO GENERAL DEL COMITE EJECUTIVO DEL DISTRITO DE SANTIAGO DE SURCO ,2015 ,2016 
616,0-135-32,2,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,SECRETARIO DE ORGANIZACION DEL COMITE EJECUTIVO DEL DISTRITO DE SANTIAGO DE SURCO ,2017 ,2018 
617,0-135-33,1, , , , 
618,0-135-34,1,PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP ,2019 ,2019 ,2019 
619,0-135-35,1, , , , 
620,0-135-36,1, , , , 
621,0-136-1,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO DE ORGANIZACION ,1980 ,1985 
622,0-136-1,2,PARTIDO POLÍTICO PROYECTO PAIS ,COORDINADOR NACIONAL ,1998 ,2001 
623,0-136-2,1,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,RESPONSABLE ,2007 ,2007 
624,0-137-1,1, , , , 
625,0-137-3,1, , , , 
626,0-138-1,1, , , , 
627,0-138-3,1, , , , 
628,0-138-4,1, , , , 
629,0-139-1,1, , , , 
630,0-139-2,1, , , , 
631,0-139-3,1, , , , 
632,0-139-5,1, , , , 
633,0-139-6,1, , , , 
634,0-140-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU ,AFILIADO ,2013 ,2017 
635,0-140-2,2,PARTIDO POLÍTICO PERU POSIBLE ,AFILIADO ,2011 ,2013 
636,0-140-3,1, , , , 
637,0-141-2,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",COORDINADORA ADJUNTA DE LA COMISION POLITICA NACIONAL ,2017 ,2019 
638,0-141-2,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL TIERRA Y LIBERTAD CUSCO ,SECRETARIA DE FORMACION POLITICA Y COMUNICACION ,2010 ,2014 
639,0-141-4,1, , , , 
640,0-141-5,1, , , , 
641,0-142-1,1, , , , 
642,0-142-2,1, , , , 
643,0-142-3,1, , , , 
644,0-143-1,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL REGIONAL CUSCO ,2019 ,HASTA LA ACTUALIDAD
645,0-143-2,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO REGIONAL DE ORGANIZACIÓN ,2017 ,HASTA LA ACTUALIDAD
646,0-143-2,2,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO REGIONAL DE ORGANIZACION ,2019 ,HASTA LA ACTUALIDAD
647,0-143-3,1, , , , 
648,0-143-4,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIA EJECUTIVA DISTRITAL DE SAN JERONIMO ,2017 ,2019 
649,0-143-5,1, , , , 
650,0-144-1,1,PARTIDO POLÍTICO PERU NACION ,COORDINADOR REGION PUNO ,2018 ,HASTA LA ACTUALIDAD
651,0-144-1,2,PARTIDO POLÍTICO PERU NACION ,CANDIDATO A ALCALDIA PROVINCIAL ,2018 ,2018 
652,0-144-3,1, , , , 
653,0-144-4,1, , , , 
654,0-144-5,1, , , , 
655,0-145-1,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO REGIONAL ,2019 ,HASTA LA ACTUALIDAD
656,0-145-2,1,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO PROVINCIAL ,2019 ,HASTA LA ACTUALIDAD
657,0-145-3,1,PARTIDO POLÍTICO PARTIDO MORADO ,MIEMBRO DEL COMITÉ EJECUTIVO NACIONAL ,2019 ,HASTA LA ACTUALIDAD
658,0-145-3,2,PARTIDO POLÍTICO PARTIDO MORADO ,SECRETARIO NACIONAL DE JÓVENES MORADOS ,2019 ,HASTA LA ACTUALIDAD
659,0-145-4,1,PARTIDO POLÍTICO PARTIDO MORADO ,MILITANTE ,2019 ,HASTA LA ACTUALIDAD
660,0-145-5,1,PARTIDO POLÍTICO PARTIDO MORADO ,DIRECTOR DE RECURSOS HUMANOS ,2019 ,HASTA LA ACTUALIDAD
661,0-146-1,1,PARTIDO POLÍTICO NUEVA MAYORIA ,PRESIDENTA ,2004 ,2012 
662,0-146-1,2,AGRUPACIÓN INDEPENDIENTE NUEVA MAYORÍA ,SECRETARIA GENERAL NACIONAL ,1998 ,2004 
663,0-146-2,1, , , , 
664,0-146-3,1, , , , 
665,0-146-4,1, , , , 
666,0-146-5,1,CAMBIO 90 ,SECRETARIO NACIONAL DE ECONOMÍA - PERSONERO LEGAL ,1989 ,1994 
667,0-146-6,1,PARTIDO POLÍTICO AGRUPACION INDEPENDIENTE SI CUMPLE ,SECRETARIO NACIONAL DE ASUNTOS LABORALES ,2006 ,2006 
668,0-146-7,1,PARTIDO POLÍTICO FUERZA POPULAR ,SECRETARIA NACIONAL DE PRENSA Y DIFUSIÓN ,2010 ,2014 
669,0-146-7,2,PARTIDO POLÍTICO FUERZA POPULAR ,SECRETARIA NACIONAL DE LA MUJER ,2009 ,2010 
670,0-146-8,1,PARTIDO POLÍTICO RESTAURACION NACIONAL ,MIEMBRO DEL CEN - SECRETARIO NACIONAL DE FORMACIÓN Y CAPACITACIÓN ,2009 ,2010 
671,0-146-9,1,PARTIDO POLÍTICO RENOVACION NACIONAL ,TESORERO ,2004 ,2010 
672,0-146-9,2,PARTIDO POLÍTICO RENOVACION NACIONAL ,REPRESENTANTE LEGAL ,2004 ,2010 
673,0-146-10,1, , , , 
674,0-146-11,1, , , , 
675,0-146-12,1,PARTIDO POLÍTICO PARTIDO JUSTICIA NACIONAL ,DIRECTOR NACIONAL ,2005 ,2006 
676,0-146-14,1, , , , 
677,0-146-15,1, , , , 
678,0-146-16,1, , , , 
679,0-146-17,1, , , , 
680,0-146-18,1, , , , 
681,0-146-19,1, , , , 
682,0-146-20,1,PARTIDO POLÍTICO NUEVA MAYORIA ,SECRETARIO PROVINCIAL ,1995 ,2010 
683,0-146-20,2,PARTIDO POLÍTICO FUERZA POPULAR ,COORDINADOR SECTORIAL ,2014 ,2019 
684,0-146-21,1, , , , 
685,0-146-22,1, , , , 
686,0-146-23,1, , , , 
687,0-146-24,1,PARTIDO POLÍTICO FUERZA POPULAR ,SECRETARIA DE LA MUJER - SAN BORJA ,2018 ,2019 
688,0-146-25,1, , , , 
689,0-146-26,1,PARTIDO POLÍTICO FUERZA POPULAR ,SECRETARIA DE LA MUJER ,2016 ,2019 
690,0-146-27,1, , , , 
691,0-146-28,1, , , , 
692,0-146-29,1, , , , 
693,0-146-30,1, , , , 
694,0-146-31,1, , , , 
695,0-146-32,1, , , , 
696,0-146-33,1, , , , 
697,0-146-34,1, , , , 
698,0-146-35,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO COMANDO ESTUDIANTIL ,1977 ,1983 
699,0-146-36,1, , , , 
700,0-147-1,1, , , , 
701,0-147-2,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",PERSONERO LEGAL TITULAR DE MADRE DE DIOS ,2016 ,2016 
702,0-147-3,1, , , , 
703,0-148-1,1,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,SECRETARIO GENERAL PROVINCIAL DEL SANTA ,2019 ,HASTA LA ACTUALIDAD
704,0-148-3,1, , , , 
705,0-148-4,1,"MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUE ",MIEMBRO DEL COMITE DEL DEPARTAMENTO DE ANCASH ,2005 ,2011 
706,0-148-5,1, , , , 
707,0-149-1,1, , , , 
708,0-149-2,1, , , , 
709,0-149-3,1, , , , 
710,0-150-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE ,PRESIDENTE ,2000 ,2018 
711,0-150-1,2,MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE ,SECRETARIO GENERAL ,2018 ,HASTA LA ACTUALIDAD
712,0-150-2,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE ,SECRETARIO DE ORGANIZACION ,2018 ,HASTA LA ACTUALIDAD
713,0-150-3,1, , , , 
714,0-150-4,1, , , , 
715,0-150-5,1, , , , 
716,0-150-6,1, , , , 
717,0-150-7,1,PARTIDO POLÍTICO PODEMOS POR EL PROGRESO DEL PERU ,SECRETARIO GENERAL DISTRITAL DE LA ESPERANZA ,2019 ,HASTA LA ACTUALIDAD
718,2-1-1,1, , , , 
719,2-1-2,1, , , , 
720,2-1-3,1, , , , 
721,2-2-1,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",MIEMBRO DE LA COMISIÓN POLÍTICA NACIONAL ,2017 ,HASTA LA ACTUALIDAD
722,2-2-2,1, , , , 
723,2-2-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU ,FUNDADOR ,2013 ,2018 
724,2-3-1,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL SOMOS PUEBLO ,FUNDADOR Y PRESIDENTE ,2015 ,HASTA LA ACTUALIDAD
725,2-3-3,1, , , , 
726,2-3-4,1, , , , 
727,2-3-5,1, , , , 
728,2-4-1,1,ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL PROYECTO VECINAL ,"FUNDADOR, REPRESENTANTE LEGAL, SECRETARIO GENERAL ",2010 ,2011 
729,2-4-2,1, , , , 
730,2-4-3,1, , , , 
731,2-5-1,1, , , , 
732,2-5-2,1, , , , 
733,2-5-3,1, , , , 
734,2-5-4,1, , , , 
735,2-6-1,1, , , , 
736,2-6-2,1, , , , 
737,2-6-3,1, , , , 
738,2-6-4,1, , , , 
739,2-6-5,1, , , , 
740,2-7-1,1, , , , 
741,2-7-2,1, , , , 
742,2-7-3,1, , , , 
743,2-7-4,1, , , , 
744,2-7-5,1, , , , 
745,2-8-1,1, , , , 
746,2-8-2,1, , , , 
747,2-8-3,1, , , , 
748,2-9-1,1, , , , 
749,2-9-2,1, , , , 
750,2-9-3,1, , , , 
751,2-10-1,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,PRESIDENTE Y REPRESENTANTE LEGAL ,2017 ,HASTA LA ACTUALIDAD
752,2-10-1,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO NACIONAL DE ASUNTOS ELECTORALES ,2007 ,2011 
753,2-10-3,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,1ER SUBSECRETARIO DISTRITAL DE SAN JUAN DE MIRAFLORES ,2007 ,2010 
754,2-10-3,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO GENERAL DISTRITAL DE SAN JUAN DE MIRAFLORES ,2011 ,2015 
755,2-10-4,1, , , , 
756,2-10-5,1, , , , 
757,2-10-6,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA GENERAL DEPARTAMENTAL DE LIMA ,2011 ,2015 
758,2-10-6,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA NACIONAL DE ORGANIZACION ,2017 ,HASTA LA ACTUALIDAD
759,2-10-7,1, , , , 
760,2-10-9,1, , , , 
761,2-10-10,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SUB SECRETARIA NACIONAL DE FORMACIÓN Y CAPACITACIÓN ,2018 ,2018 
762,2-10-11,1,PARTIDO POLÍTICO PARTIDO POLÍTICO CONTIGO ,SECRETARIO NACIONAL DE IDEOLOGIA Y DOCTRINA ,2015 ,2017 
763,2-10-11,2,PARTIDO POLÍTICO PARTIDO POLÍTICO CONTIGO ,SECRETARIO NACIONAL DE DEFENSA DE ASUNTOS JURIDICOS Y DERECHOS HUMANOS ,2015 ,2015 
764,2-10-12,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,MIEMBRO DEL TRIBUNAL NACIONAL ELECTORAL ,2019 ,HASTA LA ACTUALIDAD
765,2-10-13,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO GENERAL DISTRITAL DE EL AGUSTINO ,2015 ,HASTA LA ACTUALIDAD
766,2-10-14,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,MIEMBRO TITULAR DEL TRIBUNAL NACIONAL DE ETICA Y DISCIPLINA ,2011 ,2015 
767,2-10-15,1, , , , 
768,2-10-16,1, , , , 
769,2-10-17,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO GENERAL DISTRITAL DE LA VICTORIA ,2014 ,HASTA LA ACTUALIDAD
770,2-10-18,1, , , , 
771,2-10-20,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA NACIONAL DE LA MUJER ,2018 ,HASTA LA ACTUALIDAD
772,2-10-22,1, , , , 
773,2-10-23,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO GENERAL DISTRITAL DE PUEBLO LIBRE ,2015 ,HASTA LA ACTUALIDAD
774,2-10-24,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,PRIMERA SUB SECRETARIA PROVINCIAL LIMA CENTRO ,2015 ,HASTA LA ACTUALIDAD
775,2-10-25,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SEC. DISTRITAL DE LA MOLINA ,2019 ,HASTA LA ACTUALIDAD
776,2-10-25,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SUB SECRETARIO DISTRITAL DE LA MOLINA ,2015 ,2019 
777,2-10-26,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,PRIMERA SUBSECRETARIA DE CARABAYLLO ,2017 ,HASTA LA ACTUALIDAD
778,2-10-27,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIA NACIONAL DE POLITICA ,2017 ,HASTA LA ACTUALIDAD
779,2-10-28,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,2NDA SUBSECRETARIA DISTRITAL CERCADO DE LIMA ,2010 ,2013 
780,2-10-29,1, , , , 
781,2-10-30,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,PRIMERA SECRETARIA DISTRITAL DEL DISTRITO DE ATE ,2011 ,2015 
782,2-10-31,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO DISTRITAL DE PLAN DE GOBIERNO SANTA ANITA ,2015 ,HASTA LA ACTUALIDAD
783,2-10-32,1, , , , 
784,2-10-33,1, , , , 
785,2-10-34,1, , , , 
786,2-10-35,1,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SECRETARIO REGIONAL DE MOVILIZACIÓN - LIMA METROPOLITANA ,2019 ,HASTA LA ACTUALIDAD
787,2-10-35,2,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,SUB SECRETARIO NACIONAL DE JUVENTUDES ,2006 ,2007 
788,2-11-1,1, , , , 
789,2-11-3,1, , , , 
790,2-12-1,1, , , , 
791,2-12-2,1, , , , 
792,2-12-3,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL PROVINCIAL AZANGARO ,2016 ,HASTA LA ACTUALIDAD
793,2-12-4,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL COLEGIADO ,2018 ,2018 
794,2-12-5,1, , , , 
795,2-13-1,1, , , , 
796,2-13-2,1, , , , 
797,2-13-3,1,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE ,FUNDADOR ,2014 ,2015 
798,2-14-1,1, , , , 
799,2-14-2,1, , , , 
800,2-14-3,1,"PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",COORDINADOR PROVINCIAL ,2019 ,HASTA LA ACTUALIDAD
801,2-15-1,1, , , , 
802,2-15-2,1,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA GENERAL DEPARTAMENTAL TUMBES ,2014 ,2016 
803,2-15-2,2,PARTIDO POLÍTICO ACCION POPULAR ,SECRETARIA GENERAL PROVINCIAL TRANSITORIO TUMBES ,2004 ,2005 
804,2-15-3,1,PARTIDO POLÍTICO ACCION POPULAR ,VICE SECRETARIO DE POLITICA ,2014 ,2016 
805,2-16-1,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,2004 ,2013 
806,2-16-2,1, , , , 
807,2-16-3,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL ,2015 ,HASTA LA ACTUALIDAD
808,2-16-4,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL REGIONAL DE LA JUVENTUD APRISTA PERUANA - LA LIBERTAD ,2012 ,2013 
809,2-16-4,2,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIO GENERAL REGIONAL DE LOS CHICOS APRISTAS PERUANOS - LA LIBERTAD ,1999 ,2002 
810,2-16-5,1, , , , 
811,2-16-6,1,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,SECRETARIA DE ECONOMIA DE LA AGRUPACIÓN DE ABOGADOS DEL PAP- LA LIBERTAD ,2003 ,2005 
