,id_hdv,posi_rec,prev_pos_pres,prev_pos_vice1,prev_pos_vice2,prev_pos_co,prev_pos_par_an,prev_pos_gob,prev_pos_gob_vice,prev_pos_alc_prov,prev_pos_reg_prov,prev_pos_alc_dist,prev_pos_reg_dist,prev_pos_con_reg,prev_pos_acc,prev_pos_reg_cp,prev_pos_dip,prev_pos_sen,prev_pos_alc_cp,prev_org_pol,prev_start,prev_end
480,0-113-2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,PARTIDO POLÍTICO JUNTOS POR EL PERU ,2015 ,2018 
481,0-113-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
482,0-113-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
483,0-113-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
484,0-114-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
485,0-115-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
486,0-115-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
487,0-116-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
488,0-116-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
489,0-116-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
490,0-117-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
491,0-117-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
492,0-117-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
493,0-118-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
494,0-118-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
495,0-118-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
496,0-118-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
497,0-119-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
498,0-119-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
499,0-119-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
500,0-120-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
501,0-120-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
502,0-120-5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,1993 ,1995 
503,0-120-5,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,2003 ,2006 
504,0-120-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
505,0-120-7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,2014 ,2014 
506,0-120-7,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,2018 ,2018 
507,0-121-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,ALIANZA ELECTORAL ALIANZA PERU POSIBLE ,2013 ,2014 
508,0-121-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
509,0-121-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
510,0-121-4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,ALIANZA ELECTORAL IZQUIERDA UNIDA ,1983 ,1986 
511,0-121-4,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,ALIANZA ELECTORAL IZQUIERDA UNIDA ,1993 ,1996 
512,0-121-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
513,0-121-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
514,0-121-7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
515,0-122-1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO ,2011 ,2016 
516,0-122-2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,2003 ,2006 
517,0-122-3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,FRETE PROGRESISTA ,1996 ,1998 
518,0-122-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
519,0-124-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
520,0-124-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
521,0-125-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
522,0-125-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
523,0-125-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
524,0-125-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
525,0-125-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
526,0-126-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
527,0-126-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
528,0-126-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
529,0-127-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
530,0-128-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,ALIANZA ELECTORAL FUERZA POPULAR ,2011 ,2014 
531,0-128-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
532,0-128-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
533,0-129-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO UNION POR EL PERU ,2003 ,2006 
534,0-129-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
535,0-129-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
536,0-130-1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO UNION POR EL PERU ,2006 ,2011 
537,0-130-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
538,0-130-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
539,0-130-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
540,0-130-5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,2006 ,2010 
541,0-130-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
542,0-130-7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
543,0-130-8,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,2011 ,2015 
544,0-130-9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
545,0-130-10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
546,0-130-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
547,0-130-13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
548,0-130-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
549,0-130-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
550,0-130-16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
551,0-130-18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
552,0-130-19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
553,0-130-20,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE INDEPENDIENTE REGIONAL ,2000 ,2003 
554,0-130-21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
555,0-130-22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
556,0-130-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
557,0-130-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
558,0-130-25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
559,0-130-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
560,0-130-27,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
561,0-130-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
562,0-130-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
563,0-130-32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
564,0-130-33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
565,0-130-34,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
566,0-130-35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
567,0-130-36,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,ALIANZA ELECTORAL ALIANZA POR EL GRAN CAMBIO ,2011 ,2016 
568,0-131-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
569,0-131-2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO FUERZA POPULAR ,2016 ,2019 
570,0-131-2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,FRENTE INDEPENDIENTE SOLIDARIDAD UCHICINA ,1996 ,1998 
571,0-131-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
572,0-131-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
573,0-132-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
574,0-132-2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO FUERZA POPULAR ,2016 ,2019 
575,0-132-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
576,0-132-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
577,0-134-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
578,0-134-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
579,0-134-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
580,0-134-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
581,0-135-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
582,0-135-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
583,0-135-6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,OTRO ,1996 ,1998 
584,0-135-7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
585,0-135-8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
586,0-135-9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
587,0-135-10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
588,0-135-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
589,0-135-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
590,0-135-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
591,0-135-16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
592,0-135-17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
593,0-135-18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
594,0-135-20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
595,0-135-22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
596,0-135-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
597,0-135-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
598,0-135-25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
599,0-135-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
600,0-135-27,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
601,0-135-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
602,0-135-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
603,0-135-30,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
604,0-135-31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
605,0-135-32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
606,0-135-33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
607,0-135-34,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
608,0-135-35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
609,0-135-36,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
610,0-136-1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,MOVIMIENTO REGIONAL O DEPARTAMENTAL KAUSACHUN ,2015 ,2018 
611,0-136-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
612,0-137-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
613,0-137-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
614,0-138-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
615,0-138-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
616,0-138-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
617,0-139-1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,2003 ,2006 
618,0-139-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
619,0-139-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
620,0-139-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
621,0-139-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
622,0-140-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
623,0-140-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
624,0-141-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
625,0-141-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
626,0-141-5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,MOVIMIENTO REGIONAL O DEPARTAMENTAL TIERRA Y LIBERTAD CUSCO ,2011 ,2014 
627,0-142-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
628,0-142-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
629,0-142-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
630,0-143-1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,2019 ,HASTA LA ACTUALIDAD
631,0-143-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
632,0-143-3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,2015 ,2018 
633,0-143-4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU ,2011 ,2014 
634,0-143-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
635,0-144-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
636,0-144-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
637,0-144-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
638,0-144-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
639,0-145-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
640,0-145-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
641,0-145-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
642,0-145-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
643,0-145-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
644,0-146-1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO FUERZA POPULAR ,2011 ,2016 
645,0-146-1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,OTRO ,2001 ,2006 
646,0-146-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
647,0-146-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
648,0-146-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
649,0-146-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,CAMBIO 90 ,1990 ,1992 
650,0-146-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
651,0-146-7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
652,0-146-8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO FUERZA POPULAR ,2016 ,2019 
653,0-146-9,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,ALIANZA ELECTORAL UNIDAD NACIONAL ,2003 ,2006 
654,0-146-9,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,2011 ,2014 
655,0-146-10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
656,0-146-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
657,0-146-12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
658,0-146-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
659,0-146-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
660,0-146-16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
661,0-146-17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
662,0-146-18,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,2010 ,2010 
663,0-146-19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
664,0-146-20,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,2003 ,2006 
665,0-146-21,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POPULAR CRISTIANO ,2011 ,2014 
666,0-146-22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
667,0-146-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
668,0-146-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
669,0-146-25,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,ALIANZA ELECTORAL UNIDAD NACIONAL ,2003 ,2006 
670,0-146-25,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC ,2011 ,2014 
671,0-146-26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
672,0-146-27,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
673,0-146-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
674,0-146-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
675,0-146-30,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
676,0-146-31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
677,0-146-32,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,PARTIDO POLÍTICO FUERZA POPULAR ,2018 ,2018 
678,0-146-33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
679,0-146-34,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
680,0-146-35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
681,0-146-36,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
682,0-147-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
683,0-147-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
684,0-147-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
685,0-148-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,2015 ,2018 
686,0-148-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
687,0-148-4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO ,2015 ,2018 
688,0-148-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
689,0-149-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
690,0-149-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
691,0-149-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
692,0-150-1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,ALIANZA ELECTORAL ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD ,2007 ,2010 
693,0-150-2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,ALIANZA ELECTORAL SUMATE POR UNA NUEVA LIBERTAD ,2015 ,2018 
694,0-150-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
695,0-150-4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,"ORGANIZACION POLITICA LOCAL JUNTOS ""PARA EL DESARROLLO"" ",1999 ,2002 
696,0-150-4,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO ,2007 ,2010 
697,0-150-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
698,0-150-6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
699,0-150-7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
700,2-1-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
701,2-1-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
702,2-1-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
703,2-2-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
704,2-2-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
705,2-2-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
706,2-3-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
707,2-3-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
708,2-3-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
709,2-3-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
710,2-4-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
711,2-4-2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,MOVIMIENTO REGIONAL O DEPARTAMENTAL NUEVA AMAZONIA ,2011 ,2014 
712,2-4-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
713,2-5-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
714,2-5-2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO ACCION POPULAR ,2003 ,2006 
715,2-5-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
716,2-5-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
717,2-6-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,1986 ,1988 
718,2-6-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
719,2-6-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
720,2-6-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
721,2-6-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
722,2-7-1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,PARTIDO POLÍTICO PARTIDO APRISTA PERUANO ,1986 ,1988 
723,2-7-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
724,2-7-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
725,2-7-4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
726,2-7-5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
727,2-8-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
728,2-8-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
729,2-8-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
730,2-9-1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
731,2-9-2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
732,2-9-3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, , , 
733,2-10-1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,ALIANZA ELECTORAL ALIANZA POR EL GRAN CAMBIO ,2011 ,2016 
