,id_hdv,vehi_rec,veh_type,veh_brand,veh_model,veh_year,veh_reg,veh_char,veh_val
1291,2-70-2,1,CAMIONETA ,JONWAY ,A380 ,2014 ,F4X-553 ,"COLOR MARRÓN, MECÁNICO, GASOLINERO 1.6 L ",5771500.00 
1292,2-70-3,1,CAMIONETA ,TOYOTA ,RAV 4 ,2011 ,P1J-066 ,COLOR BEIGE ,40000.00 
1293,2-70-3,2,CAMIONETA ,KIA ,CARENS II ,2006 ,A7X-453 ,COLOR NEGRO ,25000.00 
1294,2-70-3,3,CAMIONETA ,BAIC ,X25 ,2017 ,BDY-226 ,COLOR BLANCO ,50000.00 
1295,2-70-4,1,CAMIONETA ,JAC ,REFINE ,2016 ,AMN-161 ,COLOR NEGRO ,75000.00 
1296,2-70-7,1, , , , , , , 
1297,2-72-1,1, , , , , , , 
1298,2-72-2,1, , , , , , , 
1299,2-72-3,1, , , , , , , 
1300,2-72-4,1, , , , , , , 
1301,2-74-1,1, , , , , , , 
1302,2-74-3,1, , , , , , , 
1303,2-74-4,1,AUTOMOVIL ,HYUNDAI ,I 10 ,2012 ,V3M 638 ,-GRIS OSCURO ,15000.00 
1304,2-74-4,2,AUTOMOVIL ,HYUNDAI ,ACCENT ,2014 ,V6N 590 ,-ROJO ,30000.00 
1305,2-74-5,1, , , , , , , 
1306,2-74-6,1, , , , , , , 
1307,2-75-1,1, , , , , , ,
1308,2-75-2,1,MOTOCICLETA ,HONDA ,XR - 190LL ,2018 ,1646-MM ,COLOR BLANCO ,
1309,2-75-2,2,MOTOCICLETA ,WANXIN ,WX200GY-S ,2008 ,5558-CM ,COLOR AZUL ,
1310,2-75-3,1, , , , , , , 
1311,2-76-1,1, , , , , , , 
1312,2-76-3,1,CAMIONETA ,TOYOTA ,HILUX 4 X 4 C/D SRV TURBO DSL ,2008 ,ACZ-733 ,PLATA METALICO ,12000.00 
1313,2-76-4,1, , , , , , , 
1314,2-76-5,1,MOTO LINEAL ,ZONGSHEN ,SPEX 150 ,2018 ,0374-CP ,COLOR NEGRO ,4500.00 
1315,2-76-6,1, , , , , , , 
1316,2-76-7,1,MOTO LINEAL ,ZONGSHEN ,ZS110 ,2017 ,8699-OP ,COLOR ROJA ,4300.00 
1317,2-77-1,1,AUTOMOVIL ,TOYOTA ,YARIS ,2016 ,W3Z-464 ,NUEVO ,46000.00 
1318,2-77-2,1,MOTOCICLETA ,RONCO ,DEMOLITION ,2014 ,6957-8B ,SEMINUEVO ,4000.00 
1319,2-77-2,2,AUTOMOVIL ,NISSAN ,HLB11-F ,1986 ,IQ-9965 ,SEMINUEVO ,6000.00 
1320,2-77-3,1, , , , , , , 
1321,2-78-1,1,MINIBUS M3-C3 ,MERCEDEZ ,LO ,2011 ,V4V-956 ,"ROJO, AMARILLO Y AZUL ",198000.00 
1322,2-78-1,2,CAMION N-2 ,HINO ,FC ,2017 ,AVM-898 ,BLANCO - GRIS ,165000.00 
1323,2-78-1,3,AUTOMOVIL M-1 ,KIA ,RIO ,2012 ,W2F-339 ,ROJO SEÑAL ,49500.00 
1324,2-78-2,1, , , , , , , 
1325,2-78-3,1,AUTO ,VOLKSWAGEN ,SEDAN ,2003 ,W2O-336 ,COLOR PLOMO METALIZADO ,10000.00 
1326,2-78-3,2,CAMIONETA ,NISSAN ,X-TRAIL ,2018 ,BBB-238 ,COLOR ROJO ,90000.00 
1327,2-78-3,3,CAMION ,JUEJIN ,INCA POWER ,2018 ,AWH-712 ,COLOR BLANCO ,50000.00 
1328,2-79-1,1, , , , , , , 
1329,2-79-2,1, , , , , , , 
1330,2-79-3,1, , , , , , , 
1331,2-79-4,1,CAMIONETA ,NISSAN ,FRONTIER ,2013 ,FIY-753 ,"COLOR BLANCO, MOTOR YD25435376T, COMBUSTIBLE DIESEL ",37950.00 
1332,2-79-5,1, , , , , , , 
1333,2-80-1,1,AUTOMOVIL ,TOYOTA ,CAMRY ,2000 ,BGQ-866 ,COLOR VERDE ,14000.00 
1334,2-80-1,2,CAMIONETA ,JEEP ,COMPAS ,2009 ,A9Q-349 ,COLOR NEGRO ,37500.00 
1335,2-80-1,3,CAMIONETA ,JEEP ,CHEROKEE ,2012 ,C0D-430 ,COLOR PLATA ,60500.00 
1336,2-80-2,1, , , , , , , 
1337,2-80-3,1, , , , , , , 
1338,2-80-4,1, , , , , , , 
1339,2-81-1,1,MOTOCICLETA ,HONDA ,PASION PLUS ,2003 ,MY-72118 ,COLOR NEGRO ,1500.00 
1340,2-81-1,2,MOTOTAXI ,HONDA ,CCG125 ,2006 ,L1-1483 ,COLOR ROJO ,2000.00 
1341,2-81-1,3,MOTOCICLETA ,LIFAN ,LF-100-A ,2009 ,L11483 ,COLOR ROJO PLATA ,1000.00 
1342,2-81-1,4,MOTOCICLETA ,HONDA ,CGL125 ,2010 ,59431L ,COLOR ROJO ,4500.00 
1343,2-81-1,5,MOTOCICLETA ,YAMAHA ,XTZ125 ,2018 ,0652-8L ,NEGRO ,8156.60 
1344,2-82-1,1,AUTOMOVIL ,TOYOTA ,COROLLA ,1996 ,CD6317 ,COLOR PLOMO METALITO ,1500.00 
1345,2-82-1,2,AUTOMOVIL ,TOYOTA ,COROLLA ,1996 ,CD6785 ,COLOR PLOMO METALICO ,1500.00 
1346,2-82-1,3,STATION WAGON ,TOYOTA ,COROLLA ,1999 ,SD8102 ,COLOR PLOMO METALICO ,10000.00 
1347,2-82-1,4,AUTOMOVIL ,TOYOTA ,COROLLA ,1997 ,CD6832 ,COLOR PLOMO METALICO ,1000.00 
1348,2-82-1,5,CAMIONETA RURAL ,TOYOTA ,LITEACE ,1989 ,RGJ250 ,COLOR BLANCO ,1000.00 
1349,2-82-1,6,STATION WAGON ,TOYOTA ,COROLLA ,1999 ,SD8983 ,COLOR PLOMO METALICO ,10000.00 
1350,2-82-1,7,STATION WAGON ,TOYOTA ,COROLLA ,1999 ,SD8112 ,COLOR PLOMO METALICO ,10000.00 
1351,2-82-2,1,CAMIONETA ,DODGE ,DURANGO ,2011 ,T1U578 ,COLOR NEGRO ,65000.00 
1352,2-82-2,2,CAMIONETA ,TOYOTA ,HILUX ,2012 ,P1Q771 ,COLOR TURQUESA OSCURO ,68000.00 
1353,2-82-3,1,AUTOMOVIL ,KIA ,CERATO ,2018 ,T4V418 ,COLOR PLATA ,71135.11 
1354,2-82-4,1, , , , , , , 
1355,2-82-5,1, , , , , , , 
1356,2-82-7,1,CAMIONETA ,CHEVROLET ,SILVERADO ,2006 ,T2Q804 ,COLOR DORADO ,70000.00 
1357,2-83-2,1,CAMIONETA ,HYUNDAI ,SANTA FE ,2011 ,C1R455 ,CMTA CERRADA ,12000.00 
1358,2-83-2,2,AUTOMOVIL ,HYUNDAI ,EXCEL ,1990 ,B3Y436 ,SEDAN ,7000.00 
1359,2-83-3,1, , , , , , , 
1360,2-83-4,1, , , , , , , 
1361,2-84-1,1, , , , , , , 
1362,2-84-2,1, , , , , , , 
1363,2-84-3,1, , , , , , , 
1364,2-85-1,1,CAMIONETA ,TOYOTA ,FORTUNER ,2014 ,T3A-324 ,TURQUEZA METALICO ,70000.00 
1365,2-85-2,1, , , , , , , 
1366,2-85-3,1,CAMIONETA ,TOYOTA ,HILUX ,2011 ,T3J-939 ,DOBLE CABINA 4X4 ,45000.00 
1367,2-85-4,1,AUTO ,BMW ,525I ,2006 ,F7P-399 ,COLOR NEGRO 4 PUERTAS ,23000.00 
1368,2-85-5,1, , , , , , , 
1369,2-85-6,1,CAMIONETA ,NISSAN ,FRONTIER ,2016 ,T8Q849 ,BLANCA ,82000.00 
1370,2-85-7,1, , , , , , , 
1371,2-86-1,1,CAMIONETA ,TOYOTA ,HILUX ,2016 ,M5V804 ,4X4 COLOR PLOMO OSCURO ,80000.00 
1372,2-86-1,2,CAMIONETA ,HONDA ,CRB ,2001 ,M4S578 ,4X2 COLOR NEGRO PLOMO ,20000.00 
1373,2-86-3,1,AUTOMÓVIL ,MITSUBISHI ,COLT ,2006 ,B3A012 ,4X2 COLOR BLANCO ,14000.00 
1374,2-86-4,1, , , , , , , 
1375,2-86-5,1,CAMIONETA ,HYUNDAI ,SANTA FÉ ,2013 ,M3A037 ,4X4 COLOR NEGRO ,121600.00 
1376,2-87-1,1, , , , , , , 
1377,2-87-2,1, , , , , , , 
1378,2-87-3,1, , , , , , , 
1379,2-88-2,1,OMNIBUS ,NISAN ,CIVILIAN ,1990 ,W2X012 ,. ,10000.00 
1380,2-88-2,2,CAMIÓN ,HINO ,KFD174AAK ,1982 ,ABH730 ,COLOR BLANCO ,10000.00 
1381,2-88-2,3,MOTO LINEAL ,FORTE ,"125Y ""I"" ",2004 ,MX25247 ,COLOR ROJO ,5000.00 
1382,2-88-3,1, , , , , , , 
1383,2-89-1,1, , , , , , , 
1384,2-89-2,1,CAMIONETA ,SUBARU ,FORESTER ,2008 ,LGD268 ,AZUL ,26400.00 
1385,2-89-3,1,AUTO ,TOYOTA ,YARIS ,2016 ,APA605 ,ROJO MICA METALICO ,28000.00 
1386,2-89-4,1, , , , , , , 
1387,2-90-1,1,AUTO ,MITSUBISHI ,LANSER ,1994 ,BK4510 ,COLOR BLANCO ,11500.00 
1388,2-90-4,1, , , , , , , 
1389,2-91-1,1, , , , , , , 
1390,2-91-2,1,CAMIONETA ,HUYNDAY ,TUCSON ,2012 ,D2D020 ,AUTOMATICA ,60000.00 
1391,2-91-3,1,MOTOCICLETA ,GUOWEI ,GW150-5B ,2009 ,B1-5561 ,PARTIDA 52247348 ,7000.00 
1392,2-91-4,1, , , , , , , 
1393,2-91-6,1,CAMIONETA ,KIA ,SORENTO SPORT EX ,2017 ,BAY392 ,CAMIONETA 4X2 ,112190.00 
1394,2-91-8,1,AUTOMOVIL ,BMW ,I -120 ,2015 ,AKO 297 ,AUTOMATICO ,99900.00 
1395,2-91-8,2,CAMIONETA ,MITSUBISHI ,OUTLANDER ,2018 ,BDE232 ,AUTOMATICA ,96570.00 
1396,2-91-9,1,CAMIONETA SUV ,GREAC WALL ,H6 ,2015 ,AVO264 ,"MECANICA 6 CAMBIOS, 4 X 4 DIRECCION HIDRAULICA ",37000.00 
1397,2-91-10,1,AUTOMOVIL ,TOYOTA ,URBAN ,2011 ,C3D244 ,REGISTRO 52319122 ,30000.00 
1398,2-91-11,1,MINIBUS ,DFSK-V29 ,MINIBUS 1.4 L ,2014 ,ADX867 ,MECANICA 5 CAMBIOS ,37969.60 
1399,2-91-12,1,CAMIONETA ,MITSUBICH ,NATIVA ,2001 ,RIS179 ,AUTOMATICA ,0.00 
1400,2-91-12,2,AUTOMOVILO ,BMW ,CUPE ,2015 ,ADQ286 ,AUTOMATICA ,70000.00 
1401,2-91-12,3,CAMIONETA ,MITSUBICH ,PATHFIGER ,2000 ,RII900 ,AUTOMATICA ,0.00 
1402,2-91-12,4,DEPORTIVO ,GM ,SKY SATURM ,2008 ,B2T031 ,AUTOMATICO ,50000.00 
1403,2-91-13,1, , , , , , , 
1404,2-91-14,1, , , , , , , 
1405,2-91-15,1, , , , , , , 
1406,2-91-16,1, , , , , , , 
1407,2-91-17,1, , , , , , , 
1408,2-91-18,1,MINIVAN ,HYUNDAI ,H1 ,2016 ,ARB 659 ,COLOR NEGRO ,80000.00 
1409,2-91-19,1,CAMIONETA ,SSANG YONG ,RODIUS ,2014 ,AJS 597 ,COLOR BLANCO ,75900.00 
1410,2-91-20,1,CAMIONETA ,KIA ,SPORTAGE ,2001 ,AKT 035 ,MECANICO ,16400.00 
1411,2-91-21,1,AUTOMOVIL ,FIAT ,UNO ,1993 ,B3A162 ,4 CAMBIO 1000 CM3 ,3000.00 
1412,2-91-21,2,AUTOMOVIL ,HONDA ,ACCORD ,2002 ,BHS299 ,AUTOMATICA ,18000.00 
1413,2-91-22,1, , , , , , , 
1414,2-91-23,1,CAMIONETA ,VOLVO ,XC40 ,2018 ,BEQ - 078 ,AUTOMATICA ,120935.00 
1415,2-91-23,2,CAMIONETA ,JEEP PATRIOT ,4X2 2.4 ,2012 ,C8S157 ,AUTOMATICA ,45225.00 
1416,2-91-24,1, , , , , , , 
1417,2-91-25,1, , , , , , , 
1418,2-91-26,1, , , , , , , 
1419,2-91-27,1,CAMIONETA ,ZOTYE ,T600 ,2017 ,AZD598 ,COLOR BLANCO CON LUNAS POLARIZADAS ,54000.00 
1420,2-91-28,1,CAMIONETA ,KIA ,SPORTAGE ,2014 ,ACC264 ,"MECANICO, A GAS ",50000.00 
1421,2-91-29,1, , , , , , , 
1422,2-91-30,1,CAMIONETA ,CHERY ,TIGGO BLACK ,2013 ,D7M046 ,SECUENCIAL COLOR PLOMO ,48000.00 
1423,2-91-30,2,AUTOMOVIL ,CHEVROLET ,CORSA ,2000 ,B10814 ,MECANICO COLOR VERDE ,10535.00 
1424,2-91-31,1, , , , , , , 
1425,2-91-32,1, , , , , , , 
1426,2-91-33,1, , , , , , , 
1427,2-91-34,1, , , , , , , 
1428,2-91-35,1,AUTOMOVIL ,S35 ,CHANGAN ,2018 ,BDJ349 ,5 CAMBIOS MECANICO ,42590.00 
1429,2-91-36,1, , , , , , , 
1430,2-92-1,1,MOTO LINEAL ,RONCO ,DAX-70 ,2007 ,MC4670 ,AZUL ,2800.00 
1431,2-92-2,1,AUTOMÓVIL ,WOLSWAGEN ,GOL CONFORT ,2010 ,B4T-557 ,PLOMO ,21255.01 
1432,2-92-3,1,AUTOMÓVIL ,TOYOTA ,YARIS ,2019 ,00-00 ,0 ,40000.01 
1433,2-93-1,1,CAMIONETA ,VOLVO ,XC90 ,2005 ,A2A-336 ,COLOR: GRIS. ,60000.00 
1434,2-93-1,2,CAMIONETA ,NISSAN ,NAVARA ,2013 ,W4T-853 ,COLOR: ROJO. ,65000.00 
1435,2-93-2,1, , , , , , , 
1436,2-93-3,1, , , , , , , 
1437,2-93-4,1, , , , , , , 
1438,2-93-5,1, , , , , , , 
1439,2-94-1,1, , , , , , , 
1440,2-94-2,1,MOTOCICLETA ,HONDA ,XR ,2014 ,1430-5S ,COLOR ROJO ,12000.00 
1441,2-94-4,1, , , , , , , 
1442,2-95-1,1, , , , , , , 
1443,2-95-3,1, , , , , , , 
1444,2-95-4,1, , , , , , , 
1445,2-96-1,1, , , , , , , 
1446,2-96-2,1, , , , , , , 
1447,2-96-3,1,CAMIONETA ,GREAT WALL ,HOVER CUV ,2007 ,AAS164 ,NEGRO ,30000.00 
1448,2-97-2,1, , , , , , , 
1449,2-97-3,1, , , , , , , 
1450,2-97-4,1,CAMION ,XGMG ,G ,2011 ,ACE-884 ,AZUL-GRIS ,150000.00 
1451,2-97-4,2,CAMIONETA ,SUSUKY ,GRANT ,2008 ,AGX-401 ,AZUL ,33000.00 
1452,2-98-2,1, , , , , , , 
1453,2-98-3,1, , , , , , , 
1454,2-99-2,1,AUTO ,HYUNDAI ,ELANTRA ,2010 ,V1K-574 ,COLOR DORADO ,20000.00 
1455,2-99-3,1, , , , , , , 
1456,2-99-5,1,AUTO ,DAHATSU ,CHARADE ,1992 ,ABI-399 ,COLOR GRIS ,5000.00 
1457,2-99-6,1,CAMIONETA ,TOYOTA ,RAV 4 ,2004 ,A2I-054 ,COLOR GRIS ,33300.00 
1458,2-100-1,1, , , , , , , 
1459,2-100-2,1, , , , , , , 
1460,2-100-3,1,MOTO ,LIFAN ,ZIRA ,2017 ,1485-8U ,COLOR NEGRO ,2300.00 
1461,2-100-4,1, , , , , , , 
1462,2-101-1,1,MOTOCICLETA ,HONDA ,PASSION ,2008 ,NO ,NEGRO ,800.00 
1463,2-101-2,1,TRIMOTO CARGA ,SSENDA ,SS250ZH-ZA ,2015 ,9553-IC ,ROJO ,6000.00 
1464,2-101-2,2,MOTO ,HONDA- ,125L ,2012 ,X3-9945 ,ROJO ,5000.00 
1465,2-101-3,1,MOTO ,SCORT ,ACE ,2002 ,MV 9766 ,VIOLETA ,1000.00 
1466,2-101-3,2,MOTOCAR ,JEHNLING ,JH ,2000 ,MV 1136 ,ROJO AMARILLO ,2000.00 
1467,2-102-1,1,AUTOMOVIL ,CHEVROLET ,TROCHER ,2015 ,AMR-694 ,NEGRO ,33000.00 
1468,2-102-1,2,AUTOMOVIL ,VOLVO ,F16 ,1995 ,B80-847 ,MARRON ,10000.00 
1469,2-102-1,3,AUTOMOVIL ,VOLVO ,F16 ,1990 ,D65-897 ,BLANCO ,9000.00 
1470,2-102-1,4,AUTOMOVIL ,MITSUBISHI ,CANTES ,1990 ,B90-868 ,AZUL ,23000.00 
1471,2-102-2,1, , , , , , , 
1472,2-102-3,1,MOTO LINEAL ,JCH-TARKI ,2018 ,2018 ,4044-5Y ,BLANCA ,3000.00 
1473,2-102-4,1, , , , , , , 
1474,2-104-1,1, , , , , , , 
1475,2-104-2,1, , , , , , , 
1476,2-104-3,1, , , , , , , 
1477,2-104-4,1, , , , , , , 
1478,2-104-5,1, , , , , , , 
1479,2-105-1,1,AUTO ,BYD ,SEDAN ,2014 ,ABD-509 ,NEGRO ,40000.00 
1480,2-105-1,2,MOTO LINEAL ,BAOTIAN ,125 ,2003 ,MM5809 ,AZUL ,1000.00 
1481,2-105-2,1, , , , , , , 
1482,2-105-3,1,MOTO ,LIFAN ,SUKOI ,2016 ,2356-70 ,COLOR ROJO CON NEGRO ,3800.00 
1483,2-105-3,2,AUTO ,KIA ,RIO ,2017 ,AVT450 ,COLOR ROJO ,45000.00 
1484,2-106-2,1, , , , , , , 
1485,2-106-3,1, , , , , , , 
1486,2-107-2,1, , , , , , , 
1487,2-108-1,1, , , , , , , 
1488,2-108-2,1,AUTOMOVIL ,HYUNDAI ,GRAND I - 10 ,2016 ,AYC316 ,COLOR NEGRO ,13999.00 
1489,2-108-3,1,CAMIONETA ,VOLVO ,XC90 ,2019 ,BJR349 ,CAMIONETA RURAL ,150000.00 
1490,2-108-3,2,CAMIONETA ,DODGE ,DURANGO ,2017 ,AWZ112 ,CAMIONETA RURAL ,70000.00 
1491,2-108-4,1,AUTOMOVIL ,HYUNDAI ,ACCENT ,2016 ,ASY-618 ,COLOR GRIS ,30000.00 
1492,2-109-1,1, , , , , , , 
1493,2-109-2,1,CAMIONETA ,HYUNDAI ,TUCSON ,2015 ,AAY4 -650 ,COLOR NEGRO ,75000.00 
1494,2-109-3,1, , , , , , , 
1495,2-110-1,1,AUTO ,TOYOTA ,SPRINTER ,2008 ,YIQ258 ,- ,8000.00 
1496,2-110-1,2,AUTO ,VOLKSWAGEN ,ESCARABAJO ,1984 ,AEG459 ,- ,5000.00 
1497,2-110-2,1,MOTO ,MOTO ,MOTO ,2011 ,820965 ,- ,11000.00 
1498,2-110-3,1, , , , , , , 
1499,2-111-1,1,AUTOMOVIL ,VOLVO ,S40 ,1998 ,B6V252 ,ROJO ,14000.00 
1500,2-111-1,2,CAMIONETA ,MITSUBISHI ,OUTLANDER ,2007 ,AOM306 ,DORADA ,25000.00 
1501,2-111-1,3,AUTOMOVIL ,LADA ,SAMARA ,1986 ,AO4576 ,ROJO PURPURA ,3500.00 
1502,2-111-1,4,CAMIONETA ,CHERY ,TIGO ,2013 ,D6B306 ,COLOR NEGRO AZABACHE ,35000.00 
1503,2-111-1,5,AUTOMOVIL ,CHERY ,DIHATSU ,1992 ,CQ9991 ,ROJO ,4000.00 
1504,2-111-2,1,CAMIONETA ,HYUNDAY ,TUCSON ,2015 ,ADI347 ,GRIS OSCURO ,82000.00 
1505,2-111-3,1,CAMIONETA ,HONDA ,CRV ,2010 ,AOY443 ,GRIS POLISHED ,30000.00 
1506,2-111-3,2,CAMION ,TOYOTA ,DINA ,2006 ,XF1064 ,BLANCO ,10000.00 
1507,2-111-4,1, , , , , , , 
1508,2-112-1,1,CAMIONETA PICK - UP ,NISSAN ,FRONTIER ,2012 ,C5A-744 ,COLOR VERDE 4X2 ,20000.00 
1509,2-112-2,1,MOTO LINEAL ,HONDA ,NXR 125 ,2005 ,ML-10911 ,COLOR ROJO Y NEGRO ,3000.00 
1510,2-112-2,2,CAMIONETA ,TOYOTA ,HILUX ,2014 ,M5T-912 ,COLOR BLANCO ,95000.00 
1511,2-112-2,3,CAMIONETA ,TOYOTA ,PICK UP ,2016 ,M5T-912 ,BLANCO ,142040.00 
1512,2-112-2,4,MOTOCICLETA ,HONDA ,NXR125 BROS ,2008 ,ML10911 ,ROJO NEGRO ,2000.00 
1513,2-112-2,5,MOTOCICLETA ,HONDA ,XL 200 ,2008 ,ML11661 ,BLANCO ,3000.00 
1514,2-112-3,1,CAMIONETA ,MITSUBISHI ,CANTER ,1992 ,XL-1151 ,BLANCO ,35000.00 
1515,2-112-4,1, , , , , , , 
1516,2-112-6,1, , , , , , , 
1517,2-113-1,1,MOTOCICLETA ,HONGY ,TRUPER ,2004 ,12290 ,COLOR ROJO ,1000.00 
1518,2-113-2,1,MOTOCICLETA ,PULSAR ,BAJAJ ,2010 ,X5-2125 ,COLOR ROJO ,2000.00 
1519,2-113-2,2,MOTOCAR ,BAJAJ ,TORITO ,2012 ,1830-3X ,COLOR BLANCO Y AZUL ,5000.00 
1520,2-113-3,1,AUTO ,KIA ,PICANTO ,2013 ,X2T-581 ,CLOR CAFE CARAMELO ,10000.00 
1521,2-113-3,2,MOTOCICLETA ,HONDA ,XR-125 ,2009 ,X4-1125 ,COLO NEGRO ,1000.00 
1522,2-113-3,3,MOTOCICLETA ,YINGYAN ,100 ,2006 ,MV18987 ,COLOR NEGRO ,300.00 
1523,2-114-1,1, , , , , , , 
1524,2-114-2,1, , , , , , , 
1525,2-114-3,1,AUTO ,NISSAN ,AD ,2000 ,AYB114 ,PLATA ,20000.00 
1526,2-114-4,1, , , , , , , 
1527,2-114-5,1,MOTOCICLETA ,ZONGSHEN ,ZS110-26 ,2013 ,49184M ,"COLOR NEGRO, 110CC, PARTIDA 60556744 ",3000.00 
1528,2-114-5,2,MOTOCICLETA ,LUCKY CAR ,LCI125PY1 ,2006 ,NL16924 ,"ROJO, 125CC, PARTIDA 60520148 ",2000.00 
1529,2-114-5,3,MOTOCICLETA ,HONDA ,CBF150 ,2010 ,M40147 ,"NEGRO150CC, PARTIDA 60533735 ",3500.00 
1530,2-114-5,4,MOTOCICLETA ,HERO ,HUNK ,2014 ,70739B ,"NEGRO 150CC, PARTIDA 52990486 ",3500.00 
1531,2-114-5,5,MOTOCICLETA ,HONDA ,ZBF150 ,2009 ,M15398 ,"PLATA 150CC, PARTIDA 60528948 ",3000.00 
1532,2-114-6,1, , , , , , , 
1533,2-115-2,1,AUTO ,TOYOTA ,YARIS ,2014 ,F3V318 ,ACERO ,30000.00 
1534,2-115-3,1,AUTO ,PEUGEOT ,605 ,1994 ,ASF564 ,NEGRO ,5000.00 
1535,2-115-4,1,CAMIONETA ,HONDA ,CRV ,2017 ,BB2005 ,PLATA ,85800.00 
1536,2-115-5,1, , , , , , , 
1537,2-115-6,1, , , , , , , 
1538,2-115-7,1,AUTOMOVIL ,CHEVROLET/ ,MONZA ,1992 ,A7T-470 ,- ,5000.00 
1539,2-115-8,1,AUTO ,VOLKSWAGEN ,PASSAT ,2010 ,C4J045 ,GRIS ISLA ,41082.00 
1540,2-115-8,2,AUTO ,MERCEDES BENZ ,C200 ,2010 ,A5J302 ,BLANCO ,42210.00 
1541,2-115-9,1,HATCHBACK ,BRILLIANCE ,FRV CROSS ,2012 ,D3C184 ,NEGRO ,27000.00 
1542,2-115-10,1,CAMIONETA ,TOYOTA ,RAV 4 ,2004 ,AAK644 ,CHAMPANG ,19000.00 
1543,2-115-10,2,AUTO ,CHEVROLET ,AVEO ,2009 ,D3G541 ,AZUL MARINO ,15000.00 
1544,2-115-11,1, , , , , , , 
1545,2-115-12,1, , , , , , , 
1546,2-115-13,1, , , , , , , 
1547,2-115-14,1, , , , , , , 
1548,2-115-15,1, , , , , , , 
1549,2-115-16,1,AUTOMOVIL ,TOYOTA ,COROLLA ,1999 ,BOF186 ,CELESTE SILVERADO ,6500.00 
1550,2-115-17,1,CAMIONETA SUV ,HONDA ,CRV ,2002 ,C9Q - 592 ,ROJO PERLADO ,28000.00 
1551,2-115-18,1, , , , , , , 
1552,2-115-19,1, , , , , , , 
1553,2-115-21,1,AUTOMOVIL ,RENAULT ,LOGAN ,2019 ,BJI-566 ,AMARILLO ,42900.00 
1554,2-115-22,1, , , , , , , 
1555,2-115-23,1,AUTO ,GEELY ,EGRAM ,2012 ,D9J130 ,NEGRO ,18000.00 
1556,2-115-24,1, , , , , , , 
1557,2-115-25,1,AUTO ,TOYOTA ,TERCEL ,1992 ,A5L204 ,VERDE ,13000.00 
1558,2-115-26,1, , , , , , , 
1559,2-115-27,1, , , , , , , 
1560,2-115-28,1, , , , , , , 
1561,2-115-30,1,AUTO ,TOYOTA ,COROLLA ,2009 ,A1F459 ,GRIS METALICO ,15000.00 
1562,2-115-32,1,AUTO ,MITSUBUSHI ,SEDAN ,1991 ,FSF225 ,BLANCO ,6000.00 
1563,2-115-35,1, , , , , , , 
1564,2-115-36,1, , , , , , , 
1565,2-116-1,1,CARRO ,HONDA ,NL10412 ,2013 ,NL10412 ,COLOR NEGRO ,
1566,2-116-1,2,CARRO ,HONDA ,ELITE 125 ,2014 ,NL18631 ,COLOR PLATA ,
1567,2-116-2,1,MOTO LINEAL ,SONSHEN ,SONSHEN ,2006 ,RC ,ROJO ,6500.00 
1568,2-116-3,1,CARRO ,CHERY ,K60 ,2012 ,BFM135 ,COLOR DORADO ,12000.00 
1569,2-117-1,1,AUTO ,CHEVROLET ,SAIL BASE 1.4 ,2015 ,ARD518 ,CARROCERIA SEDAN ,30000.00 
1570,2-117-2,1, , , , , , , 
1571,2-117-3,1, , , , , , , 
1572,2-118-3,1, , , , , , , 
1573,2-119-3,1, , , , , , , 
1574,2-120-1,1, , , , , , , 
1575,2-120-2,1, , , , , , , 
1576,2-120-3,1, , , , , , , 
1577,2-120-4,1, , , , , , , 
1578,2-120-5,1,CAMIONETA ,HONDA ,CVR ,2010 ,VZQ291 ,CERRADA ,39564.30 
1579,2-120-6,1, , , , , , , 
1580,2-121-1,1,MOTOCICLETA ,HONDA ,CGL 125 ,2013 ,09273X ,COLOR AZUL ,2000.00 
1581,2-121-1,2,MOTOCICLETA ,HONDA ,CGL 125 ,2012 ,05221X ,COLOR AZUL ,1500.00 
1582,2-121-1,3,MOTOCICLETA ,HONDA ,CBF 110MC ,2012 ,X3-9539 ,COLOR NEGRO ,1800.00 
1583,2-121-1,4,MOTOCICLETA ,HONDA ,CGL 125 ,2004 ,MV-16202 ,COLOR ROJO ,800.00 
1584,2-121-1,5,MOTOCICLETA ,YAMAHA ,XTZ 125 ,2015 ,0388-5X ,COLOR AZUL ,2500.00 
1585,2-121-1,6,CAMIONETA ,HYUNDAI ,TUCSON ,2009 ,ASQ-633 ,COLOR ROJO ,28000.00 
1586,2-121-2,1, , , , , , , 
1587,2-122-1,1, , , , , , , 
1588,2-122-2,1, , , , , , , 
1589,2-122-3,1, , , , , , , 
1590,2-123-1,1,AUTOMOVIL ,FORD ,FOCUS ,2014 ,AAJ 666 ,COLOR NEGRO ,33821.00 
1591,2-123-1,2,CAMIONETA ,HONDA ,PILOT ,2016 ,APB326 ,COLOR PLATA ,94697.00 
1592,2-123-2,1, , , , , , , 
1593,2-123-3,1,CAMIONETA ,HONDA ,CRV EX 4WD ,2007 ,ROU422 ,COLOR CELESTE PLATA ,35000.00 
1594,2-123-4,1,AUTOMOVIL ,CHANGAN ,CX20 ,2013 ,W2U-179 ,HATCHBACK ,12000.00 
1595,2-124-2,1, , , , , , , 
1596,2-125-1,1,CAMIONETA ,NISSAN ,UQLGD211SF ,1995 ,AEY728 ,COLOR BLANCO ,15000.00 
1597,2-125-2,1, , , , , , , 
1598,2-125-3,1, , , , , , , 
1599,2-126-2,1, , , , , , , 
